report_id,hazards_human,hazards_extracted,hazards_evidence,hazards_human_present,hazards_extracted_present,hazards_evidence_present,hazards_token_overlap,hazards_token_recall,hazards_jaccard,hazards_audit_hint,exposures_human,exposures_extracted,exposures_evidence,exposures_human_present,exposures_extracted_present,exposures_evidence_present,exposures_token_overlap,exposures_token_recall,exposures_jaccard,exposures_audit_hint,consequences_human,consequences_extracted,consequences_evidence,consequences_human_present,consequences_extracted_present,consequences_evidence_present,consequences_token_overlap,consequences_token_recall,consequences_jaccard,consequences_audit_hint,barriers_human,barriers_extracted,barriers_evidence,barriers_human_present,barriers_extracted_present,barriers_evidence_present,barriers_token_overlap,barriers_token_recall,barriers_jaccard,barriers_audit_hint
industrial_safety_000289,Same-level fall / walking-surface hazard.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The worker was walking through the electrolysis area and stumbled near the bathroom.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Minor to moderate injury, such as bruises, sprains, or fractures. Based on the information provided, SIF-level injury is not reasonably evident.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Housekeeping, walking-surface, and pedestrian safety controls may have been inadequate, but there is insufficient evidence of a failed high-consequence barrier.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000297,Fall from height / gravitational energy.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Worker was directly exposed to a fall while standing on an unstable reel at approximately 3 m elevation.,Fall exposure,fell frontally at a height,True,True,True,1,0.125,0.1111111111111111,PARTIAL_COVERAGE,"Severe head injury, spinal injury, fractures, permanent disability, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Inadequate work-at-height controls and unstable access surface; the worker used an unstable reel instead of a safe access platform.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000298,Mechanical pinch/crush hazard with localized low-energy exposure.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Right fifth finger directly exposed to the pinch point between the protection grid and light support.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Finger bruise, laceration, sprain, or localized crush injury.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Pinch point remained accessible during manual adjustment of the light support.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000312,Molten/liquid metal and extreme thermal energy.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct exposure to liquid-metal projection while approaching an operating furnace.,Line-of-fire exposure,struck by,True,True,True,1,0.14285714285714285,0.125,PARTIAL_COVERAGE,"Severe or extensive thermal burns, eye injury, permanent disability, or fatality.",Struck-by injury,struck by,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,Insufficient protection/separation from the molten-metal projection zone while approaching the operating furnace.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000314,Fall from height / gravitational energy.,Gravity / fall-from-height energy,at an approximate height,True,True,True,1,0.25,0.16666666666666666,PARTIAL_COVERAGE,Worker was directly exposed to a fall while working approximately 2.5 m above ground on a ladder.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe head injury, spinal injury, fractures, permanent disability, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Fall-prevention controls were inadequate or failed to prevent the worker from falling from the ladder.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000321,"Uncontrolled ground/rockfall energy from loose or unstable rock in the pit face, combined with the elevated work position.",Gravity / fall-from-height energy; Ground / rockfall energy,height of 3m || stone slab,True,True,True,3,0.25,0.21428571428571427,PARTIAL_COVERAGE,The collaborator was inside the elevated basket directly beneath/in front of the unstable ground when the slab detached.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury from crushing, traumatic amputation, severe fractures, or a larger rockfall striking/engulfing the worker; a fall from the elevated basket could also result in serious injury.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Ground-control and exclusion controls were inadequate or ineffective. The worker and basket were positioned within the potential rockfall zone, and loose/unstable ground was not adequately identified, scaled, barricaded, or otherwise controlled before loading.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000323,Gravitational — slip/fall from a low height (~0.70 m) while descending a vehicle's access ladder/steps,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Operator's foot/hand in contact with the vehicle's access rung while dismounting the cab; direct exposure to a fall and subsequent contact with the vehicle's fender and rung structure,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under this specific low fall height and impact point (forearm striking fender/rung), the realistic outcome range includes bruising, contusion, or a possible fracture of the forearm; a genuinely severe or fatal outcome is not a plausible escalation from this height and impact location alone, absent an unsupported assumption of head strike or fall onto a hazardous secondary surface",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Weak/absent — no indication of the operator maintaining three-point contact while descending, or of anti-slip treads/adequate grip on the access rungs being confirmed; the operator's task context (rushed dismount due to observing equipment congestion ahead) may have contributed to a hurried, less careful descent",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000331,"Falling/sliding rock, water and mud, gravity/fall energy.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Worker was directly exposed while descending the access ladder/platform during ore chuteo.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Serious struck-by injury, fall-related injury, fractures, head/spinal injury, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"The worker recognized the water/mud hazard and attempted to leave the platform, but the control was insufficient to prevent the rock from striking him.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000332,Sharp blade / mechanical cutting energy.,Mechanical / moving equipment energy,"blade, causing the cut",True,True,True,2,0.4,0.2857142857142857,PARTIAL_COVERAGE,Direct hand/finger exposure to the guillotine blade while raising it.,Body part contact,"finger of the right hand It rubs against the edge of the guillotine blade, causing the cut",True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,"Laceration or more severe finger injury, potentially including tendon/nerve damage or amputation.",Cut / laceration,"cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand It rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand",True,True,True,1,0.1111111111111111,0.1,PARTIAL_COVERAGE,Inadequate hand clearance/guarding while manipulating the guillotine blade.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000337,Mechanical/rotational energy from the compressor's operating fan/propeller.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The worker's left hand was directly exposed to the rotating fan while attempting to retrieve the cloth.,Direct worker exposure,causing the injury,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,"Fatality or life-altering injury, including severe laceration, crushing, traumatic amputation, or entanglement.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Machine guarding and energy-isolation controls were inadequate or bypassed. The compressor was operating with the bonnet open, allowing access to the rotating fan. The worker attempted intervention without first stopping and isolating the equipment.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000338,"Mechanical — impact from a hand-held striking tool (hammer), low-to-moderate kinetic energy, localized contact-type hazard",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct hand contact — the left hand (holding/positioning the workpiece) was struck by the hammer being wielded by the right hand during a carpentry task,Body part contact,"hit the second finger of the left hand with the hammer, which he held with his right hand",True,True,True,1,0.07142857142857142,0.0625,PARTIAL_COVERAGE,"Under a worse-case variation (harder/more direct strike), this could result in a fingertip fracture, nail bed injury, or crush injury requiring more involved medical treatment; however, life-threatening or permanently disabling outcomes are not a realistic pathway from this specific low-energy, localized mechanism",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Weak/absent — no indication of a tool/jig being used to hold the workpiece (to keep hands clear of the striking zone), and no mention of impact-resistant gloves; standard hand-tool safety practice (keeping the non-striking hand clear, using clamps/holders) does not appear to have been followed",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000342,"Stored mechanical energy and uncontrolled movement of the cardan protector, creating a crushing/pinch point.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The mechanic's left hand/finger was positioned at the pinch point while loosening the retaining bolt.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury is possible, particularly severe crushing, fracture, loss of tissue, or traumatic amputation of the finger/hand.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Mechanical restraint/support and pinch-point controls were inadequate or ineffective. The protector was not adequately secured against unexpected movement/release before the retaining bolt was loosened.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000346,"Mechanical (friction/abrasion) — secondary to a chemical hazard (paint) that was mishandled; the injury-causing mechanism is friction from dry cloth on skin, not the chemical itself",Chemical substance / exposure,"paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face",True,True,True,1,0.07142857142857142,0.0625,PARTIAL_COVERAGE,"Direct, prolonged (30–40 seconds) friction/rubbing contact between a dry industrial cloth and facial skin, following inadvertent hand-to-face contact with wet paint",Body part contact; Material / substance contact,"paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face || rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face",True,True,True,1,0.058823529411764705,0.047619047619047616,PARTIAL_COVERAGE,": Localized skin abrasion, irritation, or redness from friction; if paint contained irritating/toxic solvents and contact had involved the eyes or mucous membranes instead of general facial skin, the potential consequence could have been more serious (chemical eye injury) — but as described, the realistic escalation potential remains low to moderate, not SIF-level",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"improper cleaning method used (dry friction instead of appropriate solvent/water-based cleaning or eyewash-type response for facial chemical contact); indicates gaps in training/procedure for skin decontamination after chemical (paint) contact, and glove use did not prevent hand-to-face transfer",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000361,Mobile equipment / vehicle movement and crushing energy.,Mobile equipment / vehicle movement,wheel loader,True,True,True,4,0.6666666666666666,0.6666666666666666,REASONABLE_LEXICAL_OVERLAP,Worker was on foot in the path/operating area of moving heavy equipment.,Body part contact,hit in the arm,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,"Crushing, amputation, run-over, severe injury, or fatality.",Struck-by injury,was hit,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,Inadequate separation between pedestrians and mobile equipment; the worker crossed the roadway while the loader was traveling through the area.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000364,"moving vehicle (mobile mining equipment) at operating speed, with collision against fixed underground structure (gable) causing loss of control and vehicle rotation",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Two vehicle occupants (pilot/driver and copilot) present in the cabin during an uncontrolled collision and subsequent vehicle turn/rotation; copilot's hand exposed to broken glass generated by the impact,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under a worse-case variation of this same event (higher speed, full rollover, ejection from vehicle, collision involving pedestrians/other equipment in the roadway, or greater structural intrusion into the cabin), this could result in serious crush injuries, head/spinal trauma, or fatality for either occupant — this is a hazard category with an inherently high severity ceiling, distinct from the low-energy chemical/cut cases reviewed previously",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"driver distraction (handling radio while driving) represents a failure of safe driving behavior/procedure; no indication of hands-free communication devices, distraction-management controls, or speed/engineering controls (e.g., barriers, road design at the gable) that prevented the vehicle from contacting the wall; vehicle window glass breaking on impact indicates the structural/cabin integrity control also did not fully contain the hazard",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000370,Corrosive chemical energy – nitric acid.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Direct exposure to projected nitric acid, including the face and upper limbs.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe chemical burns, serious eye injury, respiratory injury, permanent impairment, or potentially fatal exposure.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Vial/doser connection failed or became detached, allowing uncontrolled chemical release toward the worker.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000371,"Mechanical energy / unexpected movement from the automatically actuated sampler, with additional confined-space entrapment hazard.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The mechanic was inside the discharge chute within the sampler's operating zone when it activated.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury, including crushing of the chest, traumatic injury, restricted breathing/asphyxiation, or fatal entrapment.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Lockout/tagout and isolation controls were inadequate or ineffective. The automatic sampler was not adequately isolated and secured against unexpected activation before the mechanic entered the chute. The worker also entered a restricted space alone, increasing the severity potential.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000372,"Electrical energy, including potential energized conductors, electrical fault energy, and arc-flash/arc-blast energy.",Electrical energy,electric shock,True,True,True,2,0.2222222222222222,0.2222222222222222,PARTIAL_COVERAGE,"The worker was exposed to the electrical system while working on the cable connection and subsequently had his head inside an adjacent, unblocked electrical cell.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury, including electrocution, severe burns, arc-flash injury, cardiac arrest, or traumatic injury from an electrical arc/blast.",Electrical injury,electric shock,True,True,True,1,0.07692307692307693,0.07692307692307693,PARTIAL_COVERAGE,"Electrical isolation, boundary control, and lockout/tagout barriers were inadequate or ineffective. The adjacent Z-132 cell was not blocked, allowing the worker to enter an electrical compartment where he was not assigned to work. The event also indicates inadequate control/verification of hazardous electrical energy before cable work.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000373,"Combined mechanical/gravitational — uncontrolled heavy vehicle (concrete mixer) runaway on a ramp due to sudden loss of engine/electrical control, operator jumping from a moving vehicle, and subsequent vehicle collision with a fixed structure resulting in rollover",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Operator physically present in the cabin during the loss of control and reversing runaway, then exposed to fall/impact risk while jumping from the moving vehicle; broader area (ramp/roadway) exposed to an unmanned, uncontrolled 20-meter runaway that ended in collision and rollover — the narrative notes no personnel/equipment were in that path on this occasion",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under a worse-case variation of this same event (operator jumping at higher speed or less favorable body position, landing on hard/uneven ground, being run over by the reversing vehicle, or personnel/other equipment being present in the runaway's path or at the point of collision/rollover), this could plausibly result in fatality or severe crush/impact trauma — this is a hazard category with an inherently high severity ceiling, and the described outcome (no injury, no personnel present) reflects a fortunate variation rather than an effective control",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Failed — the vehicle's engine/electrical/control system failed unexpectedly, and there is no indication of a functioning parking brake, runaway-vehicle arrestor, or fail-safe braking system that should have prevented an uncontrolled reverse roll on a ramp; the absence of personnel/equipment in the runaway path was circumstantial, not the result of an engineered exclusion zone or traffic control measure",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000374,Sharp thorn / low-energy puncture hazard and same-level loss of balance.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Technician's foot was directly exposed to the thorn while performing the survey.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Minor puncture injury or same-level fall injury.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,No specific failed critical safety barrier is described. The worker's reaction to the thorn caused the subsequent loss of balance.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000382,Chemical exposure from the water-thinner mixture.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The employee's left shoulder and lower lip were directly exposed to the mixture.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Minor chemical irritation or burns. Based on the narrative, a SIF-level consequence is not reasonably evident.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Chemical-handling controls were inadequate or could be improved. The bucket slipped during manual handling, resulting in direct exposure. A suitable container, controlled pouring method, and appropriate chemical-resistant PPE would reduce the likelihood of splashes.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000383,Venomous insect / biological toxin.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct exposure to a wasp while performing soil sampling and opening the area with a machete.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Localized swelling and minor injury. A severe allergic reaction is theoretically possible, but is not evidenced in this event.",Minor injury / irritation,swelling,True,True,True,1,0.1,0.09090909090909091,PARTIAL_COVERAGE,Required PPE was being used at the time of the incident. No specific failed critical barrier is described.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000384,Electrical energy / electrical discharge associated with 50 kV infrastructure.,Electrical energy,energized,True,True,True,2,0.4,0.4,PARTIAL_COVERAGE,Two employees were inside the fenced area near the electrical infrastructure when the suspected discharge occurred.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Electric shock, arc-flash burns, electrocution, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"The installation was reported as disabled, de-energized, and 90% dismantled, and work was stopped with evacuation initiated after the storm alert. However, the suspected discharge indicates residual or induced electrical energy may still have been present.",Isolation / lockout-tagout,de-energized,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP
industrial_safety_000385,Electrical energy / electrical discharge from an overhead cable associated with a 50 kV installation.,Electrical energy,energized,True,True,True,2,0.2857142857142857,0.2857142857142857,PARTIAL_COVERAGE,Two workers were inside the fenced work area near the old electrical infrastructure during the suspected discharge.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe electrical shock, arc-related burns, electrocution, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"The system was reported as disabled, de-energized, and 90% dismantled, and activities were stopped with evacuation ordered after the storm alert. However, the reported electrical discharge indicates that electrical hazards were still potentially present.",Isolation / lockout-tagout,de-energized,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP
industrial_safety_000389,Unstable ground/falling rock and gravitational energy; same-level fall near a pit/gable.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Worker was directly exposed to unstable ground and falling-rock hazards while inspecting the pit.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Serious struck-by injury, fall into/over the gable, crushing, severe trauma, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Ground-control and access controls were insufficient to prevent exposure to the unstable area and rock on the floor. The worker did recognize the warning signs and attempted to leave.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000393,Uncontrolled ground/rockfall energy from unstable rock in the underground roof.,Ground / rockfall energy,rock block,True,True,True,3,0.375,0.375,PARTIAL_COVERAGE,The operator was working at the underground front directly beneath/near the potentially unstable roof when the rock block detached.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury, including crushing, severe traumatic injury, or burial/entrapment from a larger ground fall.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Ground-control and scaling controls were inadequate or ineffective. Unstable roof material remained capable of detaching and striking the work equipment. Adequate scaling, ground-support assessment, exclusion of personnel from unsupported ground, and appropriate ground-control measures are critical barriers.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000401,"Stored pressure/process energy in the pump piping, with uncontrolled release of pulp.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Two employees were directly in the line of fire while removing the flange bolts and were struck by the projected pulp.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury, including severe impact/penetration injuries, chemical or thermal burns if the pulp was hazardous, and eye/face injuries.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Isolation, depressurization, and line-of-fire controls were inadequate or ineffective. The flange was opened while hazardous stored energy/material remained capable of being released. Positive isolation, pressure verification, controlled draining/bleeding, and positioning personnel outside the line of fire should have prevented the exposure.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000403,Gravity / fall-from-height energy associated with an unprotected or inadequately controlled vertical chimney/opening.,Gravity / fall-from-height energy,chimney,True,True,True,3,0.3,0.3,PARTIAL_COVERAGE,The operator was working and moving adjacent to the chimney/vertical opening during the shotcrete activity.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury from a fall into the vertical opening, including fatal traumatic injury. Fatality actually occurred in this event.",Fatality,death,True,True,True,1,0.1,0.1,PARTIAL_COVERAGE,"Fall-prevention and access-control barriers were inadequate or ineffective. The vertical opening was apparently accessible to the operator without sufficient protection to prevent a fall. Guarding/barricading, physical covers, controlled access, fall protection where required, and verification of the work area should have prevented the exposure.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000410,Projected mineral fragments / mechanical and kinetic energy from the moving conveyor belt.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Two workers were directly exposed to fragments projected from the conveyor/tail-pulley area.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe impact injury, penetrating injury, serious eye/head injury, permanent disability, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fragment containment and/or exclusion controls were insufficient, allowing projected material to reach the workers' access area.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000420,"Ergonomic/musculoskeletal — physical strain from prior manual handling task (evacuating oil/waste cylinders), compounded by a minor loss of balance; not a high-energy mechanical or gravitational hazard, as the fall was contained to the seat itself",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Cumulative physical exertion from manual handling of residual oil and solid waste cylinders during routine duties, followed by a minor balance loss while attempting to exit the vehicle cab",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"The realistic outcome range for this mechanism is a musculoskeletal injury — lumbar strain, sprain, or disc-related pain — which, while potentially significant for the individual's health and requiring medical attention/time off work, does not carry a plausible pathway to life-threatening or permanently disabling injury under this specific description (fall onto seat, not to ground or from height)",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Weak/unclear — no indication of manual handling training, lifting aids, or task rotation controls for the cylinder evacuation task that preceded the incident; the operator continuing to drive after already feeling unwell/strained (before stopping) also suggests a gap in fatigue/fitness-for-duty self-reporting procedures",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000422,"Hydraulic/gravitational — uncontrolled, unexpected release of pressurized/trapped water and mud from a rail hopper chute during unloading operations; hidden hazardous energy not identified by standard pre-task visual inspection",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Operator positioned within the hopper's ""line of fire"" (discharge trajectory zone) at a distance of 7 meters during chute activation; direct exposure to the projected water/mud flow despite this stand-off distance",Line-of-fire exposure,line of fire,True,True,True,1,0.05,0.047619047619047616,PARTIAL_COVERAGE,"Under a worse-case variation of this same event (larger volume of trapped water/mud, higher pressure/force behind the material, closer proximity to the discharge point, or the operator being positioned directly in the flow path rather than at the edge of it), this could plausibly result in being knocked down, struck with significant force, entrapment/burial in mud, or being swept/pulled toward the discharge opening — outcomes consistent with serious injury or fatality; the fact that a splash reached and injured someone 7 meters away indicates the release carried more force than a routine, controlled discharge",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Failed — the pre-task visual inspection (""dry load, no presence of water"") did not detect the hazard, indicating this inspection method is inadequate for identifying trapped/hidden water or saturated material in this type of load; no indication of remote/controlled chute activation procedures, standoff barriers, or a validated line-of-fire exclusion zone that accounted for this failure mode",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000426,"Combined mechanical/gravitational — loss of vehicle traction/control on an inclined ramp, followed by a slide/fall of ~3 meters into an excavated area, ending in a nose-down (front-down) vehicle position",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Vehicle occupant(s) inside the cabin throughout the loss-of-control event, the slide, and the impact/settling at the bottom of the excavation; direct exposure to deceleration forces, potential cabin intrusion, and the vehicle's final unstable resting position (front-down)",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under a worse-case variation of this same event (occupants not restrained, vehicle rolling/overturning completely rather than settling front-down, greater excavation depth, or structural cabin failure on impact), this could plausibly have resulted in severe crush injuries, ejection trauma, or fatality — this is a hazard category with an inherently high severity ceiling",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"seatbelt use and complete PPE compliance by all occupants are explicitly confirmed, and these controls appear to have been directly responsible for the absence of a severe injury outcome despite the high-energy nature of the event; however, the underlying engineering/procedural controls that failed to prevent the vehicle from sliding into the excavation in the first place (e.g., barricading/delineation of the excavated area, ramp surface condition, edge protection near excavations) represent a clear gap",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
