report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric,potential_numeric,actual_numeric,description_length,risk,selection_band,annotation_status,sif_reason,evidence_text,hazard_notes,consequence_notes,barrier_notes,annotator_confidence,annotator_id,annotated_at_utc,exposure_notes,text_length,length_distance,annotation_round,final_sif_potential,label_source,is_uncertain,usable_for_binary_sif_model,batch_id,active_learning_rank,selection_reason,tfidf_probability,transformer_probability,hybrid_probability,model_disagreement,boundary_uncertainty,ranking_score
industrial_safety_000145,industrial_safety_analytics_database,incident,2016-06-02T00:00:00,Country_02,Local_05,Metals,,,"During the process of washing the material (Becker), the tip of the material was broken which caused a cut of the 5th finger of the right hand",,,,,['Cut'],[],[],[],[],[],I,III,UNCERTAIN,,v0.1,Male,Employee,during the process of washing the material becker the tip of the material was broken which caused a cut of the 5th finger of the right hand,DUP_0151,1.0,False,3.0,,,,['Cut'],,completed,"This event involves breakage of laboratory glassware (a ""Becker,"" likely a Beaker) during a washing task, resulting in a cut to a single finger. This is a low-energy mechanical hazard — the breaking glass produces a sharp edge that caused localized, minor trauma. While cuts can occasionally escalate to tendon, nerve, or vascular damage, the mechanism and body part involved (single finger, 5th digit) do not indicate a realistic pathway to serious injury or fatality, even under a moderately worse-case variation of this scenario.","""During the process of washing the material (Becker), the tip of the material was broken which caused a cut of the 5th finger of the right hand""","harp/broken glass edge (low kinetic energy, contact-type hazard)","Under a worse-case variation (deeper cut, damage to tendon/nerve/blood vessel, or a larger glass fragment causing a more severe laceration), this could result in a more serious hand injury requiring surgical repair; however, life-threatening or permanently disabling outcomes are unlikely from this specific mechanism","Weak/absent — no indication that cut-resistant gloves were worn during the glassware washing task, and no mention of an inspection process to identify weakened/cracked glassware before handling",HIGH,annotator_01,2026-09-03T08:46:46.289953+00:00,"direct hand contact with glass labware during a manual washing task; the glassware broke while in-hand or in-contact, exposing the finger to the fractured edge",142.0,,v0.2_calibration,NO,adjudicated,False,True,,,,,,,,,
industrial_safety_000166,industrial_safety_analytics_database,incident,2016-06-17T00:00:00,Country_02,Local_08,Metals,,,"At approximately 5:45 pm, the operator Paulo (operator of the filters) informed the autoclave operator via radio of a leak on the side of the scruber. The autoclave III feed was stopped by the control and officials Georli and Renato initiated the procedures for closing the autoclave transfer valve for flash TQs. Soon after, there was a break in the chicken, projecting pulp hot and reaching three employees who were inside the room near the equipment.",,,,,['Not applicable'],[],[],[],[],[],IV,V,YES,,v0.1,Male,Employee,at approximately 545 pm the operator paulo operator of the filters informed the autoclave operator via radio of a leak on the side of the scruber the autoclave iii feed was stopped by the control and officials georli and renato initiated the procedures for closing the autoclave transfer valve for flash tqs soon after there was a break in the chicken projecting pulp hot and reaching three employees who were inside the room near the equipment,DUP_0037,1.0,False,5.0,5.0,4.0,453.0,['Not applicable'],high,completed,"The uncontrolled release of hot pulp under pressure from the autoclave/transfer system exposed multiple employees to a high-energy process upset. Contact with hot material could cause severe or fatal burns, and the sudden rupture/release could also cause serious impact or engulfment injuries.","A leak was reported near the scrubber, the autoclave III feed was stopped, and employees began closing the autoclave transfer valve. Shortly afterward, a break occurred, projecting hot pulp and reaching three employees inside the room.",Thermal energy and process pressure associated with hot pulp in the autoclave/transfer system.,"Fatality or life-altering injury, particularly severe thermal burns/scalding, potentially accompanied by impact injuries from the sudden process release.","Process isolation and containment barriers failed or were insufficient. Although the feed was stopped and personnel initiated transfer-valve closure, the system subsequently ruptured/released hot pulp while employees remained in the exposure area. Effective isolation, pressure control/depressurization, leak-response procedures, exclusion zones, and remote operation should prevent personnel exposure to the release.",HIGH,annotator_01,2026-09-02T05:24:27.081517+00:00,Three employees were inside the room near the equipment when the rupture/release occurred and were directly reached by hot pulp.,,,,YES,pilot,False,True,,,,,,,,,
industrial_safety_000169,industrial_safety_analytics_database,incident,2016-06-19T00:00:00,Country_01,Local_03,Mining,,,"The operator of the Scissor 187 leaves his equipment parked at level -2995 Acc 7 due to electrical problems, when the maintenance personnel arrives, the electrician climbs on the control platform of the equipment and performs the verification of the hydraulic system confirming the problem; then in coordination with the mechanic decide to perform the test with the diesel system, moments in which accidentally activates with the body the arm movement lever causing the drill arm to move downwards generating the left hand's atricion against the support of the pivot tube generating the lesion described. At the time of the accident the electrician was alone on the control platform, while the mechanic was at ground level observing the pressure on the diesel system pressure gauge.",,,,,['Others'],[],[],[],[],[],IV,IV,YES,,v0.1,Male,Third Party,,DUP_0344,,,,,,,,,completed,"The worker's hand was exposed to a moving drill arm and pivot support, creating a mechanical crushing/atricion hazard. Unexpected movement of heavy equipment components can cause severe crush injuries or amputation.","During testing of the diesel system, the electrician accidentally activated the arm movement lever, causing the drill arm to move downward and trap/crush the left hand against the pivot-tube support.",Unexpected movement of heavy mechanical equipment / crushing energy.,"Severe crush injury, fractures, amputation, permanent disability, or fatality.",Unexpected activation of the control lever and inadequate isolation/positioning controls allowed the drill arm to move while the worker's hand was in the hazardous zone.,HIGH,annotator_01,2026-09-03T10:52:01.997268+00:00,Electrician's left hand was directly within the drill-arm/pivot-support pinch point during equipment testing.,,,active_learning_01,YES,,,,active_learning_batch_01,89.0,High combined uncertainty,0.5526613618571011,0.6970475680163739,0.6248544649367376,0.1443862061592727,0.7502910701265249,0.5044243458291815
industrial_safety_000187,industrial_safety_analytics_database,incident,2016-07-15T00:00:00,Country_02,Local_05,Metals,,,"when handling a sample in the laboratory, the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn.",,,,,['Chemical substances'],[],[],[],[],[],I,II,UNCERTAIN,,v0.1,Female,Employee,when handling a sample in the laboratory the sleeve of the employees coat had contact with nitric acid absorbing a small amount that came to reach the left forearm causing a 1st degree burn,DUP_0376,1.0,False,2.0,,,,['Chemical substances'],,completed,"Nitric acid is a strong oxidizing acid capable of causing severe chemical burns, deep tissue damage, and — with sufficient concentration, volume, or duration of contact (e.g., larger splash, contact with eyes, inhalation of fumes, or delayed detection due to it soaking through clothing) — permanent injury or life-threatening harm. The fact that the coat sleeve absorbed the acid and delayed skin contact suggests the employee may not have noticed immediately, which increases the exposure duration risk in a worse-case version of this same event.Nitric acid is a strong oxidizing acid capable of causing severe chemical burns, deep tissue damage, and — with sufficient concentration, volume, or duration of contact (e.g., larger splash, contact with eyes, inhalation of fumes, or delayed detection due to it soaking through clothing) — permanent injury or life-threatening harm. The fact that the coat sleeve absorbed the acid and delayed skin contact suggests the employee may not have noticed immediately, which increases the exposure duration risk in a worse-case version of this same event.","the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn","Chemical energy — corrosive/oxidizing hazardous substance (nitric acid), a Class A hazard capable of severe tissue damage","Under marginally different conditions (higher concentration, larger volume, longer contact time before wash-off, contact with face/eyes, or delayed recognition since the acid soaked through fabric before reaching skin) this could result in severe chemical burns, permanent scarring, or greater bodily harm — meeting SIF severity criteria","Weak/failed barrier — the coat (likely standard lab coat, not chemical-resistant) did not prevent acid penetration to skin. No indication of an apron, acid-resistant sleeve guards, or immediate emergency shower/eyewash use is mentioned. This represents a failed or absent engineering/PPE control for the energy level involved",LOW,annotator_01,2026-09-03T08:34:09.438936+00:00,"Direct skin contact via clothing absorption; sleeve of PPE (coat) absorbed acid, which then reached the left forearm — indicates a control (PPE) was present but was breached or insufficient (permeable/absorbent fabric, no chemical-resistant sleeve or apron)",194.0,,v0.2_calibration,NO,adjudicated,False,True,,,,,,,,,
industrial_safety_000190,industrial_safety_analytics_database,incident,2016-07-20T00:00:00,Country_02,Local_05,Metals,,,"The employee reports that he was draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face.",,,,,['Chemical substances'],[],[],[],[],[],I,III,NO,,v0.1,Male,Employee,the employee reports that he was draining ammonia used as a refrigerant into a container of water when splashes of the solution drained onto his face,DUP_0309,1.0,False,3.0,,,,['Chemical substances'],,completed,"Ammonia is a highly corrosive, toxic, and volatile chemical. As a refrigerant-grade substance, it is typically concentrated, and its reaction with water can be exothermic, generating heat and caustic splash. Facial exposure carries elevated risk of severe chemical burns, eye damage (including permanent vision loss), and respiratory injury from inhaling ammonia vapor/fumes released during the draining process. Even without a stated severe outcome, the combination of hazard energy (concentrated ammonia), exposure route (facial splash), and proximity to eyes/airway meets the threshold for SIF-potential classification.","""draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face""","corrosive/toxic substance (ammonia refrigerant), with potential exothermic reaction when combined with water, plus inhalation hazard from vapor release","Under a worse-case variation (higher ammonia concentration, larger splash volume, direct eye contact, or prolonged inhalation), this could result in permanent eye injury/blindness, severe chemical burns to the face, or respiratory tract damage — clearly meeting SIF severity criteria","Weak/failed — no indication of face shield, chemical splash goggles, or respiratory protection being used during the draining task; also suggests inadequate procedure/engineering controls (e.g., no closed-system transfer, no fume extraction, no controlled-rate draining) for handling a hazardous refrigerant chemical",HIGH,annotator_01,2026-09-03T08:44:56.909275+00:00,Direct facial splash contact with the ammonia-water solution during a manual draining/decanting task; likely concurrent inhalation exposure to ammonia fumes given proximity to the face,152.0,,v0.2_calibration,NO,pilot,False,True,,,,,,,,,
industrial_safety_000197,industrial_safety_analytics_database,incident,2016-08-01T00:00:00,Country_02,Local_05,Metals,,,The employee of partner company GR reports that she was cutting watermelon when she injured her 2nd chirodactilo of the left hand with the knife.,,,,,['Manual Tools'],[],[],[],[],[],II,III,NO,,v0.1,Female,Third Party,,DUP_0299,,,,,,,,,completed,"This event involves a knife cut to a finger while cutting watermelon — a routine food-preparation task using a common manual hand tool. This is a low-energy mechanical hazard: the force involved is limited to normal manual cutting motion, not a powered tool, dynamic/moving machinery, or elevated hazard energy. Even under a worse-case variation of this same task (deeper cut, tendon/nerve involvement), the realistic ceiling of consequence remains a hand injury requiring medical attention, not a life-threatening or permanently disabling outcome.","""she was cutting watermelon when she injured her 2nd [digit] of the left hand with the knife""","manual cutting tool (knife), low kinetic energy, contact-type hazard","Under a worse-case variation (deeper laceration, damage to tendon/nerve/blood vessel), this could result in a more serious hand injury requiring surgical repair; however, life-threatening or permanently disabling outcomes are not a realistic pathway from this specific low-energy manual task","Weak/absent — no indication of a cut-resistant glove being worn, and no mention of a proper cutting technique/board stabilization method being used; standard practice for manual knife tasks (cut-resistant gloves, stable cutting surface, ""claw grip"" technique) does not appear to have been referenced or followed",HIGH,annotator_01,2026-09-03T10:49:58.095001+00:00,Direct hand contact with a knife blade during a routine manual food-cutting task; the injured hand was positioned near/holding the item being cut,,,active_learning_01,NO,,,,active_learning_batch_01,10.0,TF-IDF YES / Transformer NO disagreement,0.5005704979503199,0.3322233462896287,0.4163969221199743,0.1683471516606912,0.8327938442399486,0.6695235645228172
industrial_safety_000198,industrial_safety_analytics_database,incident,2016-08-02T00:00:00,Country_03,Local_10,Others,,,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day.",,,,,['Bees'],[],[],[],[],[],I,I,NO,,v0.1,Male,Third Party,the mincing team was carrying out activities in the city of juína and was coordinated by mining technician felipe a time when the mining technician was last in line and more away from the team was bitten by a blackjack on the left side of his face there was no allergic manifestation and the team continued the work in the afternoon after lunch the employee sought medical care was medicated and released to continue activities the next day,DUP_0340,1.0,False,1.0,,,,['Bees'],,completed,"The reported event was a single insect bite/sting to the face, with no allergic reaction or serious consequence. Although insect stings can rarely cause severe reactions, the narrative provides no evidence of significant exposure or a credible high-consequence mechanism in this case.","The reported event was a single insect bite/sting to the face, with no allergic reaction or serious consequence. Although insect stings can rarely cause severe reactions, the narrative provides no evidence of significant exposure or a credible high-consequence mechanism in this case.",Biological/environmental hazard from an insect/bee-type organism.,"Minor injury, such as localized pain, swelling, or irritation. A severe allergic reaction is theoretically possible, but it is not supported by the reported event.","Environmental hazard identification and insect-control/awareness measures could be improved. However, the narrative does not indicate a significant barrier failure.",HIGH,annotator_01,2026-09-02T09:38:10.161671+00:00,The technician was directly exposed to the insect while working outdoors and was bitten on the face.,447.0,,v0.2_calibration,NO,pilot,False,True,,,,,,,,,
industrial_safety_000210,industrial_safety_analytics_database,incident,2016-08-24T00:00:00,Country_02,Local_05,Metals,,,"The servant would remove the dishes from the bowl of the sink and when picking up a set of plates, there was one of them with the broken / broken edge, causing injury to his 3rd chiropactyl from his right hand.",,,,,['Cut'],[],[],[],[],[],I,II,NO,,v0.1,Male,Employee,,DUP_0350,,,,,,,,,completed,"This event involves a broken/chipped plate edge causing a cut to a finger while washing dishes. This is a low-energy mechanical hazard — similar in profile to the glassware-cut case previously reviewed (industrial_safety_000145). The hazard is a static sharp edge encountered during a routine manual task, not a dynamic/high-energy mechanism (no moving machinery, no falling object, no significant force involved beyond normal hand movement). Even under a worse-case variation of this same scenario (deeper cut, tendon or nerve involvement), the realistic ceiling of consequence remains a serious but non-life-threatening hand injury, not a SIF-level outcome.","""when picking up a set of plates, there was one of them with the broken/broken edge, causing injury to his 3rd [digit] from his right hand""","Mechanical — sharp/broken ceramic edge (low kinetic energy, contact-type hazard)","Under a worse-case variation (deeper laceration, damage to tendon/nerve/blood vessel in the finger), this could result in a more serious hand injury requiring surgical repair; however, life-threatening or permanently disabling outcomes are not a realistic pathway from this specific low-energy mechanism","Weak/absent — no indication of an inspection process to identify and remove damaged/chipped dishware before handling, and no cut-resistant gloves mentioned for dishwashing tasks",MEDIUM,annotator_01,2026-09-03T10:40:12.925939+00:00,Direct hand contact with a damaged plate while handling a stack of dishware during routine cleaning/kitchen duties; the sharp edge was not visually obvious within the stacked set,,,active_learning_01,NO,,,,active_learning_batch_01,4.0,TF-IDF YES / Transformer NO disagreement,0.5042532503781372,0.3144920026622052,0.4093726265201712,0.1897612477159319,0.8187452530403424,0.718283328936602
industrial_safety_000219,industrial_safety_analytics_database,incident,2016-09-04T00:00:00,Country_01,Local_03,Mining,,,"On the surface, in the dining room of employees of the unit, while the collaborator performed the chicken habilitation for lunch using a kitchen knife, it comes into contact with the distal part of the second finger of the left hand causing the injury described . During the accident the employee did not use his specific height gloves for this type of work.",,,,,['Others'],[],[],[],[],[],I,III,NO,,v0.1,Male,Third Party,,DUP_0275,,,,,,,,,completed,This was a low-energy kitchen-knife contact causing an injury to the distal part of one finger. The described mechanism is localized and does not present a credible SIF-level pathway.,"While preparing chicken with a kitchen knife, the blade contacted the distal part of the second finger of the left hand, causing the reported injury.",Sharp knife / low-energy cutting hazard.,Localized cut/laceration or finger injury.,Specific protective gloves for the task were not being used.,HIGH,annotator_01,2026-09-03T10:49:00.233235+00:00,Direct finger exposure to the kitchen knife during food preparation.,,,active_learning_01,NO,,,,active_learning_batch_01,8.0,TF-IDF YES / Transformer NO disagreement,0.5323718015979153,0.3946657857886008,0.463518793693258,0.1377060158093145,0.927037587386516,0.683193845331989
industrial_safety_000222,industrial_safety_analytics_database,incident,2016-09-06T00:00:00,Country_02,Local_02,Mining,,,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,,,,,['Others'],[],[],[],[],[],I,II,NO,,v0.1,Male,Employee,the check list of the area of the survey the operator slipped in the foliage of the leucenas and fell,DUP_0288,1.0,False,2.0,,,,['Others'],,completed,"The incident was a slip and fall while walking through vegetation during an area inspection. The narrative does not identify significant stored, kinetic, electrical, thermal, or other high-energy exposure capable of causing a fatal or life-altering injury.","While performing the area's survey/checklist, the operator slipped in the foliage of leucenas and fell. No serious injury or high-energy hazard is described.",Same-level slip/fall hazard caused by vegetation/ground conditions.,"Minor to moderate injury, such as bruises, sprains, or fractures. Based on the narrative, a SIF-level consequence is not reasonably evident.",Walking-surface/vegetation management and housekeeping controls could be improved to maintain a clear and safe inspection route.,HIGH,annotator_01,2026-09-02T06:04:26.861504+00:00,The operator was walking through an area containing leucena foliage while conducting the inspection.,104.0,,pilot_02,NO,pilot,False,True,,,,,,,,,
industrial_safety_000232,industrial_safety_analytics_database,incident,2016-09-20T00:00:00,Country_02,Local_05,Metals,,,"The employee was performing maintenance of the blower, when the residual water projection occurred on his face. In an attempt to remove PPE, the injured person has had contact with contaminated gloves with the right eye causing irritation.",,,,,['Blocking and isolation of energies'],[],[],[],[],[],I,II,YES,,v0.1,Male,Third Party (Remote),the employee was performing maintenance of the blower when the residual water projection occurred on his face in an attempt to remove ppe the injured person has had contact with contaminated gloves with the right eye causing irritation,DUP_0320,1.0,False,2.0,,,,['Blocking and isolation of energies'],,completed,"The incident involved residual process water and contaminated PPE during blower maintenance. Although the reported outcome was eye irritation, the presence of residual energy/material and contaminated gloves created a credible potential for serious eye exposure or other life-altering injury.","During blower maintenance, residual water was projected onto the employee's face. While attempting to remove PPE, the employee's contaminated glove contacted the right eye, causing irritation.","Residual process energy/material and contaminated substances, including residual water and contaminants associated with the blower.","Fatality or life-altering injury is possible from a more hazardous residual substance or greater exposure, particularly severe eye injury or permanent vision impairment.","Energy isolation, draining/depressurization, decontamination, and PPE-removal controls were inadequate or ineffective. Residual material remained in the equipment, and contaminated gloves were able to contact the employee's eye during PPE removal.",HIGH,annotator_01,2026-09-02T09:35:09.168223+00:00,The employee's face and right eye were directly exposed to residual water and contaminated PPE.,239.0,,v0.2_calibration,YES,pilot,False,True,,,,,,,,,
industrial_safety_000236,industrial_safety_analytics_database,incident,2016-09-22T00:00:00,Country_01,Local_01,Mining,,,In circumstances in which the operator of bolter N ° 8 went down the ladder to the height of the resting platform - at 0.80 m. floor level - slips off balance by hitting your back against the handrail of the operator's door. At the time of the event the injured person used all his EPP's.,,,,,['Others'],[],[],[],[],[],I,IV,NO,,v0.1,Male,Employee,,DUP_0197,,,,,,,,,completed,"The event was a low-height slip/loss of balance from a resting platform approximately 0.80 m above floor level. The worker struck his back against a handrail, but the described mechanism does not present a credible SIF-level potential.",The operator slipped while descending the ladder to the 0.80 m resting platform and hit his back against the handrail of the operator's door.,Same-level/low-height slip and gravitational energy.,"Minor to moderate impact injury, such as bruising or musculoskeletal injury.",Handrail was present and the worker was using his required PPE (EPP). No critical barrier failure indicating SIF potential is described.,HIGH,annotator_01,2026-09-03T10:35:52.788034+00:00,Worker was exposed to a low-height fall/slip while descending the ladder.,,,active_learning_01,NO,,,,active_learning_batch_01,114.0,High combined uncertainty,0.5483078114770465,0.6749070600481628,0.6116074357626047,0.1265992485711162,0.7767851284747906,0.480607795567621
industrial_safety_000239,industrial_safety_analytics_database,incident,2016-09-29T00:00:00,Country_01,Local_04,Mining,,,"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",,,,,['Others'],[],[],[],[],[],I,II,YES,,v0.1,Male,Third Party,,DUP_0078,,,,,,,,,completed,"this event involves a moving underground mining vehicle that crashed due to driver distraction (searching for a radio while driving), striking a gable (wall/pillar structure) and then rotating/turning as a result of the impact. Vehicle collisions — especially underground, in confined roadway/tunnel environments — are a classic high-energy hazard category with well-established SIF potential: loss of vehicle control can result in rollover, ejection, crush injuries, or collision with personnel/infrastructure. The fact that the actual outcome was a hand laceration from broken glass reflects a favorable-outcome variation of an event that had substantially higher energy and harm potential inherent in the loss-of-control/crash itself.","""Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard""",Mechanical/kinetic — struck-by hazard from a heavy air pipe shifting/settling unexpectedly during manual handling/positioning,"Had the safety guard not been in place, in the correct position, or adequate for the impact force, this could have resulted in serious head, face, or facial fracture injury, eye injury, or other significant trauma from being struck by the pipe — this is a scenario where the absence or failure of the existing barrier would plausibly escalate the outcome to SIF-level severity","the safety guard intercepted the impact and appears to have prevented direct injury to the worker; however, the underlying task control (secure positioning/rigging of the pipe before release, or controlled lowering rather than an unexpected ""seat""/settling movement) was inadequate, indicating a process/procedural gap even though the PPE barrier held",MEDIUM,annotator_01,2026-09-03T10:36:32.830587+00:00,"Worker (Marco) in direct physical proximity to and manually handling the pipe at the moment it moved/settled; positioned such that the pipe's impact trajectory intersected his body, specifically striking the safety guard he was wearing/using",,,active_learning_01,YES,,,,active_learning_batch_01,14.0,Strong model disagreement,0.537141749544627,0.7419460100975915,0.6395438798211093,0.2048042605529645,0.7209122403577815,0.6535404295108549
industrial_safety_000250,industrial_safety_analytics_database,incident,2016-10-11T00:00:00,Country_02,Local_05,Metals,,,Employee was doing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,,,,,['Chemical substances'],[],[],[],[],[],I,III,NO,,v0.1,Male,Employee,employee was doing cleaning near the area of the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip,DUP_0182,1.0,False,3.0,,,,['Chemical substances'],,completed,"Sulfuric acid is a highly corrosive substance capable of causing severe chemical burns, permanent scarring, and tissue destruction. The contact occurred on the upper lip, a location in close proximity to the eyes, mouth, and airway — a slightly different trajectory or larger volume could have resulted in eye contact (risk of permanent vision loss), mouth/airway exposure, or more extensive facial burns. The fact that this was described as only ""a drop"" is what kept the actual outcome minor; the potential consequence given the hazard energy and proximity to sensitive areas is high.","was hit by a drop of sulfuric acid on his upper lip"" while cleaning near the pneumatic conveyor","Chemical — highly corrosive strong acid (sulfuric acid), likely airborne/splashed from the conveyor system","Under a worse-case variation (larger volume, direct eye contact, inhalation of acid mist/fumes, or contact with mucous membranes of mouth/nose), this could result in permanent eye damage, severe facial burns/disfigurement, or respiratory injury — meeting SIF severity criteria","Weak/failed — no indication of face shield, goggles, or splash protection being worn during cleaning near the conveyor; also suggests inadequate containment or isolation of the acid source (e.g., no drip trays, sealed lines, or LOTO) during the cleaning task near an active/residual chemical line",HIGH,annotator_01,2026-09-03T08:40:30.532996+00:00,Direct facial skin contact (upper lip) via an uncontrolled release/splash/drip from process equipment during cleaning activity,130.0,,v0.2_calibration,NO,adjudicated,False,True,,,,,,,,,
industrial_safety_000259,industrial_safety_analytics_database,incident,2016-10-27T00:00:00,Country_01,Local_03,Mining,,,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",,,,,['Others'],[],[],[],[],[],I,IV,NO,,v0.1,Male,Employee,,DUP_0034,,,,,,,,,completed,"This event involves a fall from approximately 0.60 cm (60 cm / ~2 feet), which occurred while the operator was climbing on heavy equipment (a scooptram) to inspect a headlight, using the equipment's rim/tire as a foothold, and his leg slipped. While falls are a recognized SIF-category hazard in general, severity is strongly correlated with fall height, and a fall of roughly 0.6 meters is a low-height fall — generally below the threshold (commonly ~1.8–2m in industry SIF criteria) where a fall onto a level/flat surface is expected to produce life-threatening or permanently disabling injury. This is more consistent with a slip/fall precursor with real but bounded severity potential (sprain, fracture, bruising) rather than a genuine SIF-level event.","""his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm [meters]""",fall from a low height (~0.6 m) while climbing on/around mobile equipment (scooptram) using a non-designated foothold (tire rim),"Under this specific low fall height, the realistic outcome range includes sprains, strains, bruising, or at most a minor fracture from an awkward landing; a genuinely severe or fatal outcome is not a plausible escalation from this height alone unless a secondary hazard were present (e.g., falling onto exposed machinery parts, into a pinch point, or striking the head on a hard/sharp surface) — none of which is indicated in the narrative","no indication of proper access equipment (ladder, designated step/platform) being used for the inspection task; using the tire rim as a climbing point is an improvised, non-designed access method, indicating a gap in safe access procedures for equipment inspection/maintenance tasks",HIGH,annotator_01,2026-09-03T10:42:41.092873+00:00,Operator's foot/leg in contact with the equipment's rim while climbing to access the front headlight for inspection; direct exposure to a fall when the foothold slipped,,,active_learning_01,NO,,,,active_learning_batch_01,18.0,High combined uncertainty,0.5189075868341025,0.6931087337933235,0.6060081603137131,0.1742011469592209,0.7879836793725739,0.6367453666950895
industrial_safety_000264,industrial_safety_analytics_database,incident,2016-11-08T00:00:00,Country_02,Local_08,Metals,,,"When igniting the furnace 07 of the battery I, there was reflux of hot gas, reaching the face of the employee.",,,,,['Others'],[],[],[],[],[],I,II,YES,,v0.1,Male,Employee,when igniting the furnace 07 of the battery i there was reflux of hot gas reaching the face of the employee,DUP_0377,1.0,False,2.0,,,,['Others'],,completed,"The employee was exposed to an unexpected release/reflux of hot gas from a furnace during ignition. Hot-gas release can cause severe facial burns, inhalation injury, or potentially fatal injury, making this a credible SIF event.","While igniting furnace 07 of Battery I, there was a reflux of hot gas that reached the employee's face.",Thermal energy and pressurized/hot process gas associated with furnace ignition.,"Fatality or life-altering injury, including severe facial/airway burns, thermal injury, or smoke/hot-gas inhalation.","Ignition, gas-flow, and personnel-positioning controls were inadequate or ineffective. The employee was positioned where a hot-gas reflux could reach the face. Proper ignition procedures, gas-flow control, exclusion from the line of fire, and appropriate PPE should prevent direct exposure.",HIGH,annotator_01,2026-09-02T06:06:21.340468+00:00,The employee's face was directly exposed to the hot-gas reflux during furnace ignition.,110.0,,pilot_02,YES,pilot,False,True,,,,,,,,,
industrial_safety_000272,industrial_safety_analytics_database,incident,2016-11-28T00:00:00,Country_01,Local_03,Mining,,,"in Level 2900 dining room, the collaborator finished washing tabolas (food containers) of dimensions 52 cm x 30 cm x 20 cm, proceed to order them by pinking the thumb of the right hand in the corner of the aluminum tabola, generating the lesion. The employee at the time of the accident did not have safety gloves.",,,,,['Others'],[],[],[],[],[],I,I,YES,,v0.1,Male,Third Party,,DUP_0221,,,,,,,,,completed,"The incident involved a low-energy sharp-edge contact with an aluminum food container, resulting in a thumb injury. The described mechanism does not present a credible pathway to a serious or fatal injury.","While arranging washed food containers, the employee pricked/cut the right thumb on the corner of an aluminum container, causing a lesion.",Sharp edge / low-energy cutting or puncture hazard.,"Localized cut, puncture, or minor hand injury.",The employee was not wearing safety gloves at the time of the incident.,HIGH,annotator_01,2026-09-03T10:41:18.240774+00:00,Direct thumb contact with the sharp corner while handling the aluminum container.,,,active_learning_01,YES,,,,active_learning_batch_01,9.0,TF-IDF YES / Transformer NO disagreement,0.534118155239967,0.4054891874580427,0.4698036713490048,0.1286289677819242,0.9396073426980096,0.669969840548964
