report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric
industrial_safety_000066,industrial_safety_analytics_database,incident,2016-03-12T00:00:00,Country_02,Local_07,Mining,,,"By manually moving a steel cabinet for disposal with the help of another employee, the operator had his finger pressed down between the wall and the cabinet causing injury.",,,,,['Others'],[],[],[],[],[],III,IV,,,,Male,Employee,by manually moving a steel cabinet for disposal with the help of another employee the operator had his finger pressed down between the wall and the cabinet causing injury,DUP_0103,1,False,4
industrial_safety_000183,industrial_safety_analytics_database,incident,2016-07-09T00:00:00,Country_03,Local_10,Others,,,"During execution of drilling on the target - Bolt BRJCLDD0006, made by the company SERVITECFORACO - probe 25, at 09:45 on July 9, 2016, the official Josimar da Silva, in the moment of the maneuver to fish material, when removing the feeder of water, during movement of the winch realized that the safety chain was loose and could curl in the rod. In performing the chain removal movement, he placed his left hand between the hose and the cap of the hydraulic plate. With the unlocking of the inner tube there was an abrupt movement of the chain, pushing his hand towards the hydraulic plate, causing an injury to the ring finger of this hand. The lesion caused a cut in the 4th Quirodactyl, with a need for suture of 3 points to close the cut.",,,,,['Others'],[],[],[],[],[],III,IV,,,,Male,Third Party,during execution of drilling on the target  bolt brjcldd0006 made by the company servitecforaco  probe 25 at 0945 on july 9 2016 the official josimar da silva in the moment of the maneuver to fish material when removing the feeder of water during movement of the winch realized that the safety chain was loose and could curl in the rod in performing the chain removal movement he placed his left hand between the hose and the cap of the hydraulic plate with the unlocking of the inner tube there was an abrupt movement of the chain pushing his hand towards the hydraulic plate causing an injury to the ring finger of this hand the lesion caused a cut in the 4th quirodactyl with a need for suture of 3 points to close the cut,DUP_0109,1,False,4
industrial_safety_000137,industrial_safety_analytics_database,incident,2016-05-24T00:00:00,Country_03,Local_10,Others,,,"During field trip, to return to work after lunch, the employee of the Wellfield company slipped on the loose stones that were in the place. At that moment, with the intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. The activity was paralyzed and the employee was referred to the Hospital in Paracatu where he underwent medical care.",,,,,['Fall'],[],[],[],[],[],IV,IV,,,,Male,Third Party,during field trip to return to work after lunch the employee of the wellfield company slipped on the loose stones that were in the place at that moment with the intention of balancing he tried hold onto a tree falling under the right arm causing fracture at the distal end of the radius the activity was paralyzed and the employee was referred to the hospital in paracatu where he underwent medical care,DUP_0110,1,False,4
industrial_safety_000040,industrial_safety_analytics_database,incident,2016-02-29T00:00:00,Country_02,Local_02,Mining,,,"During maintenance of the Flyght pump rotor, the oil pressure of the the lubrication chamber caused the chamber cover to be projected towards the employee's face, striking him superficially on the forehead, causing injury.",,,,,['Others'],[],[],[],[],[],II,IV,,,,Male,Employee,during maintenance of the flyght pump rotor the oil pressure of the the lubrication chamber caused the chamber cover to be projected towards the employees face striking him superficially on the forehead causing injury,DUP_0111,1,False,4
industrial_safety_000203,industrial_safety_analytics_database,incident,2016-08-12T00:00:00,Country_01,Local_03,Mining,,,"During ore transport works from OP2 to bines; after having filled the tenth mining car with ore, the assistant positioned on the platform of the hopper OP2 places a wooden board between the pistons of the chain to avoid the fall of fines into the track, at which time a fragment of rock (10cmx8cm x6 cm; 1.4 Kg) rolls by the load and hits the distal phalanx of the fourth finger of the left hand. The assistant at the time of the accident was wearing safety gloves (pad type). The hopper OP2 at the time of the accident was with zero energy.",,,,,['Others'],[],[],[],[],[],III,IV,,,,Male,Employee,during ore transport works from op2 to bines after having filled the tenth mining car with ore the assistant positioned on the platform of the hopper op2 places a wooden board between the pistons of the chain to avoid the fall of fines into the track at which time a fragment of rock 10cmx8cm x6 cm 14 kg rolls by the load and hits the distal phalanx of the fourth finger of the left hand the assistant at the time of the accident was wearing safety gloves pad type the hopper op2 at the time of the accident was with zero energy,DUP_0112,1,False,4
industrial_safety_000313,industrial_safety_analytics_database,incident,2017-01-17T00:00:00,Country_02,Local_08,Metals,,,"During routine slimming activity of the kiln 8 of the battery 1. The employee began to remove the waste inside the crucible with the aid of a skimmer, felt pain in the left shoulder.",,,,,['Others'],[],[],[],[],[],III,IV,,,,Male,Employee,during routine slimming activity of the kiln 8 of the battery 1 the employee began to remove the waste inside the crucible with the aid of a skimmer felt pain in the left shoulder,DUP_0113,1,False,4
industrial_safety_000001,industrial_safety_analytics_database,incident,2016-01-02T00:00:00,Country_02,Local_02,Mining,,,"During the activation of a sodium sulphide pump, the piping was uncoupled and the sulfide solution was designed in the area to reach the maid. Immediately she made use of the emergency shower and was directed to the ambulatory doctor and later to the hospital. Note: of sulphide solution = 48 grams / liter.",,,,,['Pressurized Systems'],[],[],[],[],[],I,IV,,,,Male,Employee,during the activation of a sodium sulphide pump the piping was uncoupled and the sulfide solution was designed in the area to reach the maid immediately she made use of the emergency shower and was directed to the ambulatory doctor and later to the hospital note of sulphide solution  48 grams  liter,DUP_0114,1,False,4
industrial_safety_000275,industrial_safety_analytics_database,incident,2016-12-01T00:00:00,Country_01,Local_03,Mining,,,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Employee,during the activity of chuteo of ore in hopper op5 the operator of the locomotive parks his equipment under the hopper to fill the first car it is at this moment that when it was blowing out to release the load a mud flow suddenly appears with the presence of rock fragments the personnel that was in the direction of the flow was covered with mud,DUP_0118,3,True,4
industrial_safety_000159,industrial_safety_analytics_database,incident,2016-06-16T00:00:00,Country_01,Local_03,Mining,,,"During the activity of construction of wall stopper with mortar blocks to improve ventilation in the intermediate zone; in moments that the bricklayer assistant was preparing to complete the construction of the 3.05m high wall, part of the wall - 12 blocks; 1.5 Kg per block - fall towards the scaffold, so the mason assistant jumps towards an accumulation of sand located on one side to avoid being hit by the blocks, during the fall the injury described occurs. At the time of the accident the mason assistant jumps from a height of 1.40 m from the floor of the work and used his personal safety equipment which reduced the impact of the fall.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party,during the activity of construction of wall stopper with mortar blocks to improve ventilation in the intermediate zone in moments that the bricklayer assistant was preparing to complete the construction of the 305m high wall part of the wall  12 blocks 15 kg per block  fall towards the scaffold so the mason assistant jumps towards an accumulation of sand located on one side to avoid being hit by the blocks during the fall the injury described occurs at the time of the accident the mason assistant jumps from a height of 140 m from the floor of the work and used his personal safety equipment which reduced the impact of the fall,DUP_0119,1,False,4
industrial_safety_000310,industrial_safety_analytics_database,incident,2017-01-14T00:00:00,Country_01,Local_03,Mining,,,"During the activity of settling of concrete blocks for the ventilation plug wall in the CX-943 of level 3590, in circumstances that the worker made the setting of the union between concrete blocks, a polyethylene pipe of 2 ""diameter was picks up the spike and when it hits it hits the top of the worker's protector.",,,,,['Projection'],[],[],[],[],[],I,IV,,,,Male,Third Party,during the activity of settling of concrete blocks for the ventilation plug wall in the cx943 of level 3590 in circumstances that the worker made the setting of the union between concrete blocks a polyethylene pipe of 2 diameter was picks up the spike and when it hits it hits the top of the workers protector,DUP_0120,1,False,4
industrial_safety_000430,industrial_safety_analytics_database,incident,2017-06-19T00:00:00,Country_03,Local_10,Others,,,"During the execution of the task of assembling the box of testimony boxes, in the area of ​​Bonsucesso, around 10:40 am Orlando research driller - GEOSOL, trying to fit two parts of the trestles, a third piece fell on his hand, which was on the piece he held, causing a small trauma to his left thumb. The employee was referred to São Lucas hospital - Paracatu LTDA and attended and released without leaving work soon after.",,,,,['Others'],[],[],[],[],[],III,IV,,,,Male,Third Party,during the execution of the task of assembling the box of testimony boxes in the area of bonsucesso around 1040 am orlando research driller  geosol trying to fit two parts of the trestles a third piece fell on his hand which was on the piece he held causing a small trauma to his left thumb the employee was referred to são lucas hospital  paracatu ltda and attended and released without leaving work soon after,DUP_0132,1,False,4
industrial_safety_000098,industrial_safety_analytics_database,incident,2016-04-08T00:00:00,Country_01,Local_03,Mining,,,"During the maintenance of the locomotive N ° 16 in the workshop of level -1170, the assistant when pulling the locomotive chair backwards stumbles against the ventilation grille, falling on the platform of the locomotive and then to the floor of the workshop from a height 1.17m generating the injury. At the time of the accident the assistant used his safety helmet and chin strap.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Employee,during the maintenance of the locomotive n  16 in the workshop of level 1170 the assistant when pulling the locomotive chair backwards stumbles against the ventilation grille falling on the platform of the locomotive and then to the floor of the workshop from a height 117m generating the injury at the time of the accident the assistant used his safety helmet and chin strap,DUP_0136,1,False,4
industrial_safety_000340,industrial_safety_analytics_database,incident,2017-02-13T00:00:00,Country_02,Local_05,Metals,,,"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 ruptured after it started to operate, designing solution heated towards the employee, reaching his left forearm causing irritation in the skin.",,,,,['Projection'],[],[],[],[],[],I,IV,,,,Male,Employee,during the maintenance of the peristaltic pump 02bp0166 to change the internal hose the rupture tubing of the reserve pump 02bp0167 ruptured after it started to operate designing solution heated towards the employee reaching his left forearm causing irritation in the skin,DUP_0137,1,False,4
industrial_safety_000341,industrial_safety_analytics_database,incident,2017-02-13T00:00:00,Country_02,Local_05,Metals,,,"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 was disrupted, after it started to operate, designing solution heated towards the employee, reaching his left forearm, causing a burn .",,,,,['Burn'],[],[],[],[],[],III,IV,,,,Male,Employee,during the maintenance of the peristaltic pump 02bp0166 to change the internal hose the rupture tubing of the reserve pump 02bp0167 was disrupted after it started to operate designing solution heated towards the employee reaching his left forearm causing a burn,DUP_0138,1,False,4
industrial_safety_000220,industrial_safety_analytics_database,incident,2016-09-03T00:00:00,Country_01,Local_04,Mining,,,"During the maintenance work of the vertical pump (8 "") of zinc concentrate, the three mechanics were performing lifting maneuvers to be able to position the pump to the drawer, instants in which the pump becomes clogged by the reduced space of the work area and in order to release the pump they place a young lady in the lower part, at which time she is released and turns untimely, hitting the middle finger of the injured person's right hand against a 12 ""trellex hose.",,,,,['Others'],[],[],[],[],[],III,IV,,,,Male,Employee,during the maintenance work of the vertical pump 8  of zinc concentrate the three mechanics were performing lifting maneuvers to be able to position the pump to the drawer instants in which the pump becomes clogged by the reduced space of the work area and in order to release the pump they place a young lady in the lower part at which time she is released and turns untimely hitting the middle finger of the injured persons right hand against a 12 trellex hose,DUP_0140,1,False,4
industrial_safety_000350,industrial_safety_analytics_database,incident,2017-02-25T00:00:00,Country_01,Local_01,Mining,,,"During the mining cycle at the Chimney 410; before starting with the drilling work to anchor the lane of the alimak system, the collaborator squat to pick up a manual tool that is on the platform; it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury.",,,,,['Fall'],[],[],[],[],[],IV,IV,,,,Male,Third Party (Remote),during the mining cycle at the chimney 410 before starting with the drilling work to anchor the lane of the alimak system the collaborator squat to pick up a manual tool that is on the platform it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury,DUP_0143,1,False,4
industrial_safety_000370,industrial_safety_analytics_database,incident,2017-03-15T00:00:00,Country_02,Local_08,Metals,,,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",,,,,['Chemical substances'],[],[],[],[],[],II,IV,,,,Female,Employee,during the preparation for the solubilization activity of the sample in the chapel the maid when moving the vial of nitric acid the same detached from the doser causing projection in the region of the face and upper limbs,DUP_0148,1,False,4
industrial_safety_000039,industrial_safety_analytics_database,incident,2016-02-24T00:00:00,Country_01,Local_01,Mining,,,"During the pre-use inspection of the Jumbo 15 (check list) equipment, the operator of the equipment finds behind the seat a plastic bottle filled with a liquid apparently mineral water, without any label or labeling. Take the bottle and take a small sip of the liquid, expelling it immediately when noticing that it was not water, immediately proceeds to wash with enough water and is transferred to the medical center for your attention. The liquid with which it had contact is an esengrasante product of equipment and machinery of low toxicity.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Employee,during the preuse inspection of the jumbo 15 check list equipment the operator of the equipment finds behind the seat a plastic bottle filled with a liquid apparently mineral water without any label or labeling take the bottle and take a small sip of the liquid expelling it immediately when noticing that it was not water immediately proceeds to wash with enough water and is transferred to the medical center for your attention the liquid with which it had contact is an esengrasante product of equipment and machinery of low toxicity,DUP_0149,1,False,4
industrial_safety_000079,industrial_safety_analytics_database,incident,2016-03-22T00:00:00,Country_01,Local_01,Mining,,,"During the refurbishment work of the HDPE pipes (4 ""of diameter) with two workers, when the worker who secured the pipe with a chain, standing on the basket of the ampoloader - raised to a height of 3.0 m from the ground -, the pipe slipped and impacted his arm right, causing an injury to the radius of the right arm.",,,,,['Others'],[],[],[],[],[],IV,IV,,,,Male,Third Party,during the refurbishment work of the hdpe pipes 4 of diameter with two workers when the worker who secured the pipe with a chain standing on the basket of the ampoloader  raised to a height of 30 m from the ground  the pipe slipped and impacted his arm right causing an injury to the radius of the right arm,DUP_0153,1,False,4
industrial_safety_000136,industrial_safety_analytics_database,incident,2016-05-22T00:00:00,Country_01,Local_03,Mining,,,"During the transit of the fuel tanker of level 3530 at level 2925 by the north ramp; When passing through level 3140 the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described. At the time of the accident, the pilot and co-pilot were wearing a safety belt, their safety glasses and helmet.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party,during the transit of the fuel tanker of level 3530 at level 2925 by the north ramp when passing through level 3140 the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described at the time of the accident the pilot and copilot were wearing a safety belt their safety glasses and helmet,DUP_0156,1,False,4
industrial_safety_000201,industrial_safety_analytics_database,incident,2016-08-11T00:00:00,Country_02,Local_02,Mining,,,"During the withdrawal of the fixed jaw wedge from the crusher 41BR01, the hoisting device (hook) was broken causing the steel cable of the overhead crane to strike the left hand of the employee.",,,,,['Others'],[],[],[],[],[],IV,IV,,,,Male,Third Party (Remote),during the withdrawal of the fixed jaw wedge from the crusher 41br01 the hoisting device hook was broken causing the steel cable of the overhead crane to strike the left hand of the employee,DUP_0161,1,False,4
industrial_safety_000036,industrial_safety_analytics_database,incident,2016-02-22T00:00:00,Country_01,Local_01,Mining,,,"During the withdrawal the Kelly bar (conductive bar of 45 Kg, 1.5 m of length and 10 cm of diameter) of the equipment of perforation on the part of two workers, one of them is positioned in the low part to tie the bar and the injured one is position in the upper part to hold the bar, when positioning the bar on the platform they lose control of the bar moving 5 cm with the 2nd finger of the right hand against the pulleys of the frame. At the time of the accident, the worker was wearing safety gloves and the drill rig was blocked.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party,during the withdrawal the kelly bar conductive bar of 45 kg 15 m of length and 10 cm of diameter of the equipment of perforation on the part of two workers one of them is positioned in the low part to tie the bar and the injured one is position in the upper part to hold the bar when positioning the bar on the platform they lose control of the bar moving 5 cm with the 2nd finger of the right hand against the pulleys of the frame at the time of the accident the worker was wearing safety gloves and the drill rig was blocked,DUP_0163,1,False,4
industrial_safety_000377,industrial_safety_analytics_database,incident,2017-04-05T00:00:00,Country_02,Local_05,Metals,,,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,,,,,['Suspended Loads'],[],[],[],[],[],I,IV,,,,Male,Employee,employee performed the task of hoisting bigbags containing waelz oxide and after performing several hoistings the employee suffered a lowvoltage electric shock when contacting the hoist when attaching the handle of a bigbag on it,DUP_0167,1,False,4
industrial_safety_000305,industrial_safety_analytics_database,incident,2017-01-08T00:00:00,Country_02,Local_05,Metals,,,"Employee performed withdrawal of electrical failure in the engine control drawer of the TQ 14 A, after the check and exchange of fuses, it closed the door of the drawer and energized the drawer, at this moment an arc was opened, reaching the face and part of the employee's forearm, causing minor burns.",,,,,['Projection/Burning'],[],[],[],[],[],II,IV,,,,Male,Employee,employee performed withdrawal of electrical failure in the engine control drawer of the tq 14 a after the check and exchange of fuses it closed the door of the drawer and energized the drawer at this moment an arc was opened reaching the face and part of the employees forearm causing minor burns,DUP_0168,1,False,4
industrial_safety_000375,industrial_safety_analytics_database,incident,2017-03-31T00:00:00,Country_02,Local_05,Metals,,,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",,,,,['Fall prevention'],[],[],[],[],[],I,IV,,,,Male,Third Party,employee reports that he assisted the maintenance activity in tower 09 in electrolysis when he stepped on the grp grid polymer with glass the floor moving causing it to fall the event took place in 3 stages 1 displacement and fall of the floor in the span when receiving the effort 2 employee fall to about 160m below the grp floor on the side of the gutter below the floor supporting the structure 3 employee fall to the lower level about 235m below the grp floor,DUP_0170,1,False,4
industrial_safety_000230,industrial_safety_analytics_database,incident,2016-09-16T00:00:00,Country_02,Local_05,Metals,,,"Employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the Ustulation area, through the side window, when he was struck by projection of heated air that reached his face and right forearm.",,,,,['Pressurized Systems'],[],[],[],[],[],II,IV,,,,Male,Employee,employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the ustulation area through the side window when he was struck by projection of heated air that reached his face and right forearm,DUP_0173,1,False,4
industrial_safety_000106,industrial_safety_analytics_database,incident,2016-04-17T00:00:00,Country_02,Local_05,Metals,,,"Employee reports that when attempting to manually ingot of Zinco, on the rotary table of the L1 ingot, hit with the left hand against the angle in the structure of the ingot, by pressing the finger between the ingot and the angle.",,,,,['Cut'],[],[],[],[],[],I,IV,,,,Male,Employee,employee reports that when attempting to manually ingot of zinco on the rotary table of the l1 ingot hit with the left hand against the angle in the structure of the ingot by pressing the finger between the ingot and the angle,DUP_0176,1,False,4
industrial_safety_000296,industrial_safety_analytics_database,incident,2016-12-28T00:00:00,Country_02,Local_05,Metals,,,"Employee reports that when trying to remove one of the plates from the overflow system of the Ustulador oven, the 5th finger of the right hand was pressed between the tool (wrench with extension) and the overflow flange of the Ustulador oven, located behind the performer.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Employee,employee reports that when trying to remove one of the plates from the overflow system of the ustulador oven the 5th finger of the right hand was pressed between the tool wrench with extension and the overflow flange of the ustulador oven located behind the performer,DUP_0179,1,False,4
industrial_safety_000414,industrial_safety_analytics_database,incident,2017-06-04T00:00:00,Country_02,Local_05,Metals,,,Employee reports that when trying to unlock a cathodic sheet with the digger the same did not realize that the blade was pressed so that the cable projected and hit his face.,,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Employee,employee reports that when trying to unlock a cathodic sheet with the digger the same did not realize that the blade was pressed so that the cable projected and hit his face,DUP_0180,1,False,4
industrial_safety_000008,industrial_safety_analytics_database,incident,2016-01-19T00:00:00,Country_02,Local_02,Mining,,,"Employee was sitting in the resting area at level 326 (raise bore), when he suffered sudden illness, falling and suffering excoriation on the face.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party (Remote),employee was sitting in the resting area at level 326 raise bore when he suffered sudden illness falling and suffering excoriation on the face,DUP_0188,1,False,4
industrial_safety_000288,industrial_safety_analytics_database,incident,2016-12-15T00:00:00,Country_01,Local_03,Mining,,,"happened?): During the maintenance of the Bolter equipment; the collaborator uses a carpenter's hammer to be able to remove a link in the chain of advance the drilling machine, in moments that hits on the side of the chain, the partner hits the structure of the beam diverting the path of the hammer causing it to strike his left hand.",,,,,['Others'],[],[],[],[],[],III,IV,,,,Male,Third Party,happened during the maintenance of the bolter equipment the collaborator uses a carpenters hammer to be able to remove a link in the chain of advance the drilling machine in moments that hits on the side of the chain the partner hits the structure of the beam diverting the path of the hammer causing it to strike his left hand,DUP_0192,1,False,4
industrial_safety_000426,industrial_safety_analytics_database,incident,2017-06-20T00:00:00,Country_01,Local_01,Mining,,,"In circumstance, the AHK-903 license plate (Empresa which serves the supervision of CMA, carried out the field inspections in the upper bank 4288, when unexpectedly when climbing through the operational access (positive ramp), It slides in an excavated area of ​​approximately 3 meters high, remaining in position with the front part on the floor. The occupants of the vehicle made use of the safety belt and all the complete epps.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Employee,in circumstance the ahk903 license plate empresa which serves the supervision of cma carried out the field inspections in the upper bank 4288 when unexpectedly when climbing through the operational access positive ramp it slides in an excavated area of approximately 3 meters high remaining in position with the front part on the floor the occupants of the vehicle made use of the safety belt and all the complete epps,DUP_0195,2,True,4
industrial_safety_000236,industrial_safety_analytics_database,incident,2016-09-22T00:00:00,Country_01,Local_01,Mining,,,In circumstances in which the operator of bolter N ° 8 went down the ladder to the height of the resting platform - at 0.80 m. floor level - slips off balance by hitting your back against the handrail of the operator's door. At the time of the event the injured person used all his EPP's.,,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Employee,in circumstances in which the operator of bolter n  8 went down the ladder to the height of the resting platform  at 080 m floor level  slips off balance by hitting your back against the handrail of the operators door at the time of the event the injured person used all his epps,DUP_0197,1,False,4
industrial_safety_000174,industrial_safety_analytics_database,incident,2016-06-24T00:00:00,Country_01,Local_01,Mining,,,"In circumstances in which the operator of the scooptram proceeded to sit on his equipment, when closing the door he takes his right hand off the handrail and places it close to the door hinge, which when closing traps part of the worker's middle finger . The worker at the time of the accident made use of leather safety gloves.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party,in circumstances in which the operator of the scooptram proceeded to sit on his equipment when closing the door he takes his right hand off the handrail and places it close to the door hinge which when closing traps part of the workers middle finger  the worker at the time of the accident made use of leather safety gloves,DUP_0198,1,False,4
industrial_safety_000080,industrial_safety_analytics_database,incident,2016-03-25T00:00:00,Country_01,Local_01,Mining,,,"In circumstances that a dump truck laden with ore entered to unload backwards in a curve in the upper part of via La Laquia, the operator did not notice the unevenness in the road (approximately one meter) approaching the edge and overturning the truck on its right side. The operator traveled alone in the truck and made use of the safety belt, helmet and glasses at the time of the accident. During the unloading process, there were two squares that were 25 m from the accident site. The test of alcohotest to the operator was negative.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party,in circumstances that a dump truck laden with ore entered to unload backwards in a curve in the upper part of via la laquia the operator did not notice the unevenness in the road approximately one meter approaching the edge and overturning the truck on its right side the operator traveled alone in the truck and made use of the safety belt helmet and glasses at the time of the accident during the unloading process there were two squares that were 25 m from the accident site the test of alcohotest to the operator was negative,DUP_0199,1,False,4
industrial_safety_000253,industrial_safety_analytics_database,incident,2016-10-18T00:00:00,Country_01,Local_03,Mining,,,"In circumstances that the assistant of mine was arranging to advance the hose of flexible nylon of 1 ""of diameter, to proceed with the watered of shot fired, positioning itself under a zone with the support deteriorated by the last blasting, moment in which it gives off a block of rock (25cmx10cmx5cm; 3.5 Kg) of the roof of the work of a height of 5.2 meters which when falling hits by rebound in the left leg of the collaborator causing the described injury.",,,,,['Others'],[],[],[],[],[],IV,IV,,,,Male,Third Party,in circumstances that the assistant of mine was arranging to advance the hose of flexible nylon of 1 of diameter to proceed with the watered of shot fired positioning itself under a zone with the support deteriorated by the last blasting moment in which it gives off a block of rock 25cmx10cmx5cm 35 kg of the roof of the work of a height of 52 meters which when falling hits by rebound in the left leg of the collaborator causing the described injury,DUP_0201,1,False,4
industrial_safety_000420,industrial_safety_analytics_database,incident,2017-06-11T00:00:00,Country_01,Local_01,Mining,,,"In circumstances that the driver of the plate truck W5K-915 of the E.E. IMPROMEC, went from the garit plant chicrin to Nv.3420, after entering an internal mine in the area of ​​Santa where 200 m. approx. from the old dining room, stops the vehicle and informs the co-pilot that he can no longer drive, for which he turns off the vehicle and when trying to get off the van loses his balance and falls on his own seat, complaining intense pain in the lumbar area, citing pain due to overexertion due to routine activity (evacuation of residual oil and solid waste cylinders) that they previously performed. The collaborator at the time of the event used their corresponding EPPS.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party,in circumstances that the driver of the plate truck w5k915 of the ee impromec went from the garit plant chicrin to nv3420 after entering an internal mine in the area of santa where 200 m approx from the old dining room stops the vehicle and informs the copilot that he can no longer drive for which he turns off the vehicle and when trying to get off the van loses his balance and falls on his own seat complaining intense pain in the lumbar area citing pain due to overexertion due to routine activity evacuation of residual oil and solid waste cylinders that they previously performed the collaborator at the time of the event used their corresponding epps,DUP_0204,1,False,4
industrial_safety_000257,industrial_safety_analytics_database,incident,2016-10-24T00:00:00,Country_01,Local_01,Mining,,,"In circumstances that the mechanical technician and his work colleague arranged to accommodate the spare (Rollover) of the Small 02 on the platform of the cart on the floor, the two squat collaborators decide to push one on each side, at which time one edge of the Rollover imprisons the third finger of left hand against the handle of the cart on the right side, causing the wound on the third finger left hand. At the time of the accident both employees used their respective gloves.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party,in circumstances that the mechanical technician and his work colleague arranged to accommodate the spare rollover of the small 02 on the platform of the cart on the floor the two squat collaborators decide to push one on each side at which time one edge of the rollover imprisons the third finger of left hand against the handle of the cart on the right side causing the wound on the third finger left hand at the time of the accident both employees used their respective gloves,DUP_0205,1,False,4
industrial_safety_000400,industrial_safety_analytics_database,incident,2017-05-06T00:00:00,Country_01,Local_01,Mining,,,"In Circumstances that the staff was performing the rhyming of caving HW, the 1.5 m HW pipe was suspended Approximately 5 cm from the floor, the assistant placed the stilson key No. 36 on the HW pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing the tip of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. At the time of the event the collaborator used all his Epps.",,,,,['Manual Tools'],[],[],[],[],[],III,IV,,,,Male,Third Party,in circumstances that the staff was performing the rhyming of caving hw the 15 m hw pipe was suspended approximately 5 cm from the floor the assistant placed the stilson key no 36 on the hw pipe to fit the pipe at a height of 10 cm from the base of the rod holder which the operator operates the chuck to slide this back causing the pipe to slide causing the tip of the fourth finger of the assistants right hand to be caught between the stilson key and the base of the rod holder at the time of the event the collaborator used all his epps,DUP_0208,1,False,4
industrial_safety_000412,industrial_safety_analytics_database,incident,2017-05-23T00:00:00,Country_01,Local_03,Mining,,,"In circumstances that the worker was walking along the straight line of level 2790, step on a rock of approximately 10 cm x 5 cm, bending the right ankle, which caused the injury described. After the event occurred, the worker decided not to report the accident because he did not feel pain, at 3:30 p.m. approximately, he begins to feel discomfort when walking and progressive mild pain in the ankle, in that moment he communicates the event.",,,,,['Others'],[],[],[],[],[],I,IV,,,,Male,Third Party,in circumstances that the worker was walking along the straight line of level 2790 step on a rock of approximately 10 cm x 5 cm bending the right ankle which caused the injury described after the event occurred the worker decided not to report the accident because he did not feel pain at 330 pm approximately he begins to feel discomfort when walking and progressive mild pain in the ankle in that moment he communicates the event,DUP_0211,1,False,4
