report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric,potential_numeric,actual_numeric,description_length,risk,selection_band,annotation_status,sif_reason,evidence_text,hazard_notes,consequence_notes,barrier_notes,annotator_confidence,annotator_id,annotated_at_utc,exposure_notes,text_length,length_distance,annotation_round,final_sif_potential,label_source,is_uncertain,usable_for_binary_sif_model
industrial_safety_000095,industrial_safety_analytics_database,incident,2016-04-05T00:00:00,Country_01,Local_06,Metals,,,"The worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener D2251. the dismantling of the base of the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that I am anchored in one of the horizontals of the scaffolding structure.",,,,,['Fall prevention (same level)'],[],[],[],[],[],I,III,YES,,v0.1,Male,Third Party,the worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener d2251 the dismantling of the base of the scaffold located approximately one meter high from the floor of the sump the rivets of the anchor support of the platform were broken causing the fall of the worker and impacting the right knee with the support that i am anchored in one of the horizontals of the scaffolding structure,DUP_0356,1,False,3,,,,['Fall prevention (same level)'],,completed,"The worker fell when the scaffold anchoring/support failed. Although the fall height was approximately 1 m, the uncontrolled scaffold failure and impact against a structural support created a credible potential for a serious injury.","During scaffold dismantling, the rivets of the anchor support broke, causing the worker to fall and impact his right knee against a support connected to the scaffold structure.",Scaffold structural failure / fall energy.,"Serious impact injury, fracture, crush injury, or potentially more severe injury from scaffold collapse.","Scaffold anchoring/support failed during dismantling, indicating inadequate structural integrity verification or control of the dismantling process.",HIGH,annotator_01,2026-09-03T08:44:14.805226+00:00,Worker was directly exposed to a scaffold collapse/fall while dismantling it at approximately 1 m height.,429.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000370,industrial_safety_analytics_database,incident,2017-03-15T00:00:00,Country_02,Local_08,Metals,,,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",,,,,['Chemical substances'],[],[],[],[],[],II,IV,YES,,v0.1,Female,Employee,during the preparation for the solubilization activity of the sample in the chapel the maid when moving the vial of nitric acid the same detached from the doser causing projection in the region of the face and upper limbs,DUP_0148,1,False,4,,,,['Chemical substances'],,completed,"The worker was exposed to nitric acid, a highly corrosive chemical, which was projected toward the face and upper limbs. Facial/eye exposure or significant chemical contact could result in severe or potentially life-threatening injury.","The nitric acid vial detached from the doser, causing a projection toward the worker's face and upper limbs.",Corrosive chemical energy – nitric acid.,"Severe chemical burns, serious eye injury, respiratory injury, permanent impairment, or potentially fatal exposure.","Vial/doser connection failed or became detached, allowing uncontrolled chemical release toward the worker.",HIGH,annotator_01,2026-09-03T08:45:08.923342+00:00,"Direct exposure to projected nitric acid, including the face and upper limbs.",225.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000332,industrial_safety_analytics_database,incident,2017-02-08T00:00:00,Country_01,Local_03,Mining,,,"Being 12:20 hours Approximately, in circumstances that the Administrative SSOMAC, was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand It rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand.",,,,,['Cut'],[],[],[],[],[],II,IV,NO,,v0.1,Male,Third Party,being 1220 hours approximately in circumstances that the administrative ssomac was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages when trying to raise the guillotine the middle finger of the right hand it rubs against the edge of the guillotine blade causing the cut in the yolk of the third finger of the right hand,DUP_0084,1,False,4,,,,['Cut'],,completed,"The incident involved contact with a guillotine blade causing a cut to the finger. Based on the narrative, the exposure was limited to a hand/finger injury and there is no indication of a credible fatal or life-altering consequence.","The worker's right middle finger rubbed against the edge of the guillotine blade, causing a cut to the fingertip.",Sharp blade / mechanical cutting energy.,"Laceration or more severe finger injury, potentially including tendon/nerve damage or amputation.",Inadequate hand clearance/guarding while manipulating the guillotine blade.,HIGH,annotator_01,2026-09-03T08:43:02.749109+00:00,Direct hand/finger exposure to the guillotine blade while raising it.,389.0,,v0.2_calibration,NO,pilot,False,True
industrial_safety_000076,industrial_safety_analytics_database,incident,2016-03-18T00:00:00,Country_02,Local_05,Metals,,,"The employee was clearing the liquid zinc pump from oven 04, when he stepped on the platform and became unbalanced with a twist in his left foot.",,,,,['Fall prevention (same level)'],[],[],[],[],[],I,IV,NO,,v0.1,Male,Employee,the employee was clearing the liquid zinc pump from oven 04 when he stepped on the platform and became unbalanced with a twist in his left foot,DUP_0315,1,False,4,,,,['Fall prevention (same level)'],,completed,"The incident involved a same-level loss of balance and twisting of the foot, with no indication of significant fall height, high-energy release, or credible fatal-injury mechanism.","While clearing the liquid zinc pump, the employee stepped onto the platform, became unbalanced, and twisted his left foot.",Same-level slip/trip/loss of balance; low gravitational energy.,"Sprain, strain, or other minor-to-moderate musculoskeletal injury.","Platform access/working surface allowed a loss of balance, but there is no evidence of a failed critical barrier associated with SIF exposure.",HIGH,annotator_01,2026-09-03T08:42:09.925355+00:00,Employee was exposed while walking/working on the platform.,145.0,,v0.2_calibration,NO,pilot,False,True
industrial_safety_000314,industrial_safety_analytics_database,incident,2017-01-20T00:00:00,Country_01,Local_06,Metals,,,"At 15:05 hours, Mr. Cesar Tello-MOINSAC, was carrying out the work of assembling the water line, for that he climbs up the cat ladder and at an approximate height of 2.5 meters he vanishes and falls, hitting himself on the way, being transferred to the medical center for his attention.",,,,,['Fall prevention'],[],[],[],[],[],IV,IV,YES,,v0.1,Male,Third Party (Remote),at 1505 hours mr cesar tellomoinsac was carrying out the work of assembling the water line for that he climbs up the cat ladder and at an approximate height of 25 meters he vanishes and falls hitting himself on the way being transferred to the medical center for his attention,DUP_0029,1,False,4,,,,['Fall prevention'],,completed,"The worker fell from approximately 2.5 m while climbing a ladder. A fall from this height can result in serious or fatal head, spinal, or other impact injuries.","The worker was assembling a water line, climbed the cat ladder to approximately 2.5 m, then fell and struck himself during the fall, requiring medical attention.",Fall from height / gravitational energy.,"Severe head injury, spinal injury, fractures, permanent disability, or fatality.",Fall-prevention controls were inadequate or failed to prevent the worker from falling from the ladder.,HIGH,annotator_01,2026-09-03T08:40:58.958735+00:00,Worker was directly exposed to a fall while working approximately 2.5 m above ground on a ladder.,286.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000312,industrial_safety_analytics_database,incident,2017-01-17T00:00:00,Country_02,Local_08,Metals,,,"Upon approaching the furnace that was in the process of melting the Zn ingot, it was struck by liquid metal projection.",,,,,['Liquid Metal'],[],[],[],[],[],I,IV,YES,,v0.1,Male,Employee,upon approaching the furnace that was in the process of melting the zn ingot it was struck by liquid metal projection,DUP_0361,1,False,4,,,,['Liquid Metal'],,completed,"The worker was exposed to molten/liquid metal during furnace operation. A projection of liquid zinc can cause severe thermal burns, eye injury, or potentially fatal injury depending on the quantity and exposure area.","While approaching the furnace during Zn ingot melting, the worker was struck by a projection of liquid metal.",Molten/liquid metal and extreme thermal energy.,"Severe or extensive thermal burns, eye injury, permanent disability, or fatality.",Insufficient protection/separation from the molten-metal projection zone while approaching the operating furnace.,HIGH,annotator_01,2026-09-03T08:39:58.524492+00:00,Direct exposure to liquid-metal projection while approaching an operating furnace.,119.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000297,industrial_safety_analytics_database,incident,2016-12-30T00:00:00,Country_01,Local_04,Mining,,,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",,,,,['Others'],[],[],[],[],[],IV,V,YES,,v0.1,Male,Third Party,at 1340 hours mr hidalgo wanting to climb on the starter board to remove the fans stands on an unstable reel and when driving fell frontally at a height of 298m,DUP_0025,1,False,5,,,,['Others'],,completed,"The worker climbed onto an unstable reel and fell from a height of 2.98 m. A fall from this height has credible potential for a serious or fatal injury, particularly from head, neck, or spinal impact.",The worker stood on an unstable reel while attempting to climb onto the starter board and fell frontally from 2.98 m.,Fall from height / gravitational energy.,"Severe head injury, spinal injury, fractures, permanent disability, or fatality.",Inadequate work-at-height controls and unstable access surface; the worker used an unstable reel instead of a safe access platform.,HIGH,annotator_01,2026-09-03T08:38:09.446929+00:00,Worker was directly exposed to a fall while standing on an unstable reel at approximately 3 m elevation.,169.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000108,industrial_safety_analytics_database,incident,2016-04-21T00:00:00,Country_02,Local_02,Mining,,,"When performing cleaning with LHD in block F 9970 at level 420, the operator was surprised by a rock block displacement of the side of the gallery, reaching his right leg causing him superficial injury",,,,,['Others'],[],[],[],[],[],I,V,YES,,v0.1,Male,Employee,when performing cleaning with lhd in block f 9970 at level 420 the operator was surprised by a rock block displacement of the side of the gallery reaching his right leg causing him superficial injury,DUP_0387,1,False,5,,,,['Others'],,completed,The operator was exposed to ground/rock-fall hazards while operating an LHD in an underground gallery. A displaced rock block struck the worker's leg; a larger rock fall or impact to the head/torso could have resulted in a serious or fatal injury.,"A rock block displaced from the side of the gallery and struck the operator's right leg, causing a superficial injury.",Uncontrolled ground/rock movement and gravity energy.,"Serious struck-by injury, crushing, fractures, head injury, or fatality.",Ground support/ground-control measures were insufficient to prevent rock displacement into the operator's work area.,HIGH,annotator_01,2026-09-03T08:36:57.790160+00:00,Operator was exposed to unstable rock/ground while performing LHD cleaning in the gallery.,201.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000361,industrial_safety_analytics_database,incident,2017-03-04T00:00:00,Country_02,Local_02,Mining,,,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",,,,,['Vehicles and Mobile Equipment'],[],[],[],[],[],I,V,YES,,v0.1,Male,Employee,the employee who was hitchhiking on the cep 403 truck equipment he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction upon returning to the truck it was hit in the arm left by the loader tire that was traveling along the road and passed the cep403 on the right,DUP_0325,1,False,5,,,,['Vehicles and Mobile Equipment'],,completed,"The worker was exposed to moving heavy mobile equipment while crossing the roadway. The loader tire struck his arm, and a small change in position or timing could have resulted in a fatal crushing or run-over incident.","The worker crossed the center of the road to obtain a wheel-loader key. While returning to the truck, the loader tire struck his left arm as the loader passed the CEP-403 truck.",Mobile equipment / vehicle movement and crushing energy.,"Crushing, amputation, run-over, severe injury, or fatality.",Inadequate separation between pedestrians and mobile equipment; the worker crossed the roadway while the loader was traveling through the area.,HIGH,annotator_01,2026-09-03T08:35:48.588052+00:00,Worker was on foot in the path/operating area of moving heavy equipment.,360.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000331,industrial_safety_analytics_database,incident,2017-02-07T00:00:00,Country_01,Local_03,Mining,,,"In Level 2900 - OP 5 the worker performed the chuteo ore from the hopper to the second car, perceived a slip of water and mud through the hopper, decided to leave the platform and when he was already down the second rung of the ladder of access, the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee.",,,,,['remains of choco'],[],[],[],[],[],II,V,YES,,v0.1,Male,Employee,in level 2900  op 5 the worker performed the chuteo ore from the hopper to the second car perceived a slip of water and mud through the hopper decided to leave the platform and when he was already down the second rung of the ladder of access the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee,DUP_0220,1,False,5,,,,['remains of choco'],,completed,"The worker was exposed to a combination of falling rock, water/mud, and fall-from-height hazards while descending a ladder. The rock impact caused a fall, and a similar event could have resulted in a serious or fatal injury.","Water and mud increased through the hopper, a fragment of rock slid and hit the worker's back, causing him to fall and strike his right forearm and left knee.","Falling/sliding rock, water and mud, gravity/fall energy.","Serious struck-by injury, fall-related injury, fractures, head/spinal injury, or fatality.","The worker recognized the water/mud hazard and attempted to leave the platform, but the control was insufficient to prevent the rock from striking him.",HIGH,annotator_01,2026-09-03T08:33:52.003543+00:00,Worker was directly exposed while descending the access ladder/platform during ore chuteo.,387.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000140,industrial_safety_analytics_database,incident,2016-05-27T00:00:00,Country_02,Local_02,Mining,,,"When checking voltage at the power outlet of the the plug and socket to make sure the connection was correct, when there was a small electrical arc in the power cord, causing a slight burn in the right hand wrist. The protection system acted immediately.",,,,,['Others'],[],[],[],[],[],I,V,YES,,v0.1,Male,Employee,when checking voltage at the power outlet of the the plug and socket to make sure the connection was correct when there was a small electrical arc in the power cord causing a slight burn in the right hand wrist the protection system acted immediately,DUP_0370,1,False,5,,,,['Others'],,completed,"The worker was exposed to energized electrical equipment, and an electrical arc occurred. Although the actual injury was minor, electrical shock or arc-flash exposure could potentially have resulted in a serious or fatal injury.","A small electrical arc occurred in the power cord while checking voltage, causing a burn to the right wrist. The protection system acted immediately.",Electrical energy / arc-flash energy,"Severe burn, electric shock, electrocution, or fatality.","Protection system acted immediately, preventing escalation. However, the worker remained exposed to energized electrical equipment during the task.",HIGH,annotator_01,2026-09-03T08:31:54.118186+00:00,Worker directly exposed to energized plug/socket and power cord while checking voltage.,254.0,,v0.2_calibration,YES,adjudicated,False,True
