report_id,category,description,human_note,extracted,extracted_evidence,audit_hint
industrial_safety_000371,consequences,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.","Fatality or life-altering injury, including crushing of the chest, traumatic injury, restricted breathing/asphyxiation, or fatal entrapment.",,,MISSED_CATEGORY
industrial_safety_000373,consequences,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.","Under a worse-case variation of this same event (operator jumping at higher speed or less favorable body position, landing on hard/uneven ground, being run over by the reversing vehicle, or personnel/other equipment being present in the runaway's path or at the point of collision/rollover), this could plausibly result in fatality or severe crush/impact trauma — this is a hazard category with an inherently high severity ceiling, and the described outcome (no injury, no personnel present) reflects a fortunate variation rather than an effective control",,,MISSED_CATEGORY
industrial_safety_000374,consequences,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",Minor puncture injury or same-level fall injury.,,,MISSED_CATEGORY
industrial_safety_000382,consequences,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.","Minor chemical irritation or burns. Based on the narrative, a SIF-level consequence is not reasonably evident.",,,MISSED_CATEGORY
industrial_safety_000401,consequences,"The employees Márcio and Sérgio performed the pump pipe clearing activity FZ1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries.","Fatality or life-altering injury, including severe impact/penetration injuries, chemical or thermal burns if the pulp was hazardous, and eye/face injuries.",,,MISSED_CATEGORY
industrial_safety_000410,consequences,"In moments when the 02 collaborators carried out the inspection of the conveyor belt No. 3 from the tail pulley when they were at the height of the load polymer No. 372, the Maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post.","Severe impact injury, penetrating injury, serious eye/head injury, permanent disability, or fatality.",,,MISSED_CATEGORY
industrial_safety_000422,consequences,"The convoy of the locomotive 15 operated by Mr. Tito is located in hopper OP2 positioning the 1st car under the hopper, the assistant does not observe anything out of the ordinary (dry load there is no presence of water) and initiates the chute, for this, the hydraulic module of the hopper is switched on and with the controls it slightly moves the hopper handle and an untimely flow of water and mud splashes the operator generating the described injury, in addition the collaborator was 7 meters from the line of fire","Under a worse-case variation of this same event (larger volume of trapped water/mud, higher pressure/force behind the material, closer proximity to the discharge point, or the operator being positioned directly in the flow path rather than at the edge of it), this could plausibly result in being knocked down, struck with significant force, entrapment/burial in mud, or being swept/pulled toward the discharge opening — outcomes consistent with serious injury or fatality; the fact that a splash reached and injured someone 7 meters away indicates the release carried more force than a routine, controlled discharge",,,MISSED_CATEGORY
industrial_safety_000426,consequences,"In circumstance, the AHK-903 license plate (Empresa which serves the supervision of CMA, carried out the field inspections in the upper bank 4288, when unexpectedly when climbing through the operational access (positive ramp), It slides in an excavated area of ​​approximately 3 meters high, remaining in position with the front part on the floor. The occupants of the vehicle made use of the safety belt and all the complete epps.","Under a worse-case variation of this same event (occupants not restrained, vehicle rolling/overturning completely rather than settling front-down, greater excavation depth, or structural cabin failure on impact), this could plausibly have resulted in severe crush injuries, ejection trauma, or fatality — this is a hazard category with an inherently high severity ceiling",,,MISSED_CATEGORY
industrial_safety_000013,barriers,"In moments that the operator of the Jumbo 2, tried energize your equipment to proceed to the installation of 4 split set at intersection 544 of Nv 3300, remove the lock and opening the electric board of 440V and 400A, and when lifting the thermomagnetic key This makes phase to ground - phase contact with the panel shell - producing a flash which reaches the operator causing the injury described.","Failed/inadequate electrical isolation and energization controls. The lock was removed and the panel was opened before energization, exposing the operator to hazardous electrical energy. Controls such as verified de-energization, lockout/tagout, absence-of-voltage testing, appropriate panel protection, and arc-flash PPE appear to have been ineffective or not followed.",,,MISSED_CATEGORY
industrial_safety_000033,barriers,"Approximately 1:40 p.m. in circumstances that shotcrete was launched in the Nv. 1680 BP 255 of the OB2B, after finishing the launch of the first mixkret 113, the assistant of the alpha, Mr. Albertico asks the operator of the mixkret 113, Mr. Jhony to move the mixkret 116, so that access, finding in the cockpit of the mixkret the operator of the Launcher team, Mr. Danon asks him to come down. When the team started, he noticed that Mr. Danon (injured) was imprisoned between the team (height of the left rear rim) and the Hastial de la Labor.",Inadequate exclusion-zone and communication controls around mobile equipment movement allowed a person to remain in the line of fire/crush zone.,,,MISSED_CATEGORY
industrial_safety_000034,barriers,The employee was clearing the pipe when he tapped his right thumb against the flange causing little trauma.,Hand positioning and task technique controls could be improved to prevent contact with the flange during manual pipe clearing.,,,MISSED_CATEGORY
industrial_safety_000072,barriers,"The employee, when performing the adjustment / tightening operation of the cutter blade with which he worked, was neglected, the key to slip, causing the blade of the equipment to hit him, causing a blunt cut on his right forearm.","Manual tool slipped during blade adjustment, indicating inadequate control of the tool/blade during the task.",,,MISSED_CATEGORY
industrial_safety_000075,barriers,The employee checked for acid leakage in the shipping area when he was hit by splashes of solution in his right hemiface.,"Leak detection, containment, chemical isolation, and PPE controls were inadequate or ineffective. The employee was exposed to the leak while investigating it. Appropriate isolation/containment, remote leak assessment where feasible, exclusion from the splash zone, and chemical-resistant face/eye protection should prevent direct exposure.",,,MISSED_CATEGORY
industrial_safety_000076,barriers,"The employee was clearing the liquid zinc pump from oven 04, when he stepped on the platform and became unbalanced with a twist in his left foot.","Platform access/working surface allowed a loss of balance, but there is no evidence of a failed critical barrier associated with SIF exposure.",,,MISSED_CATEGORY
industrial_safety_000077,barriers,"The employee was transiting toward the cadmium factory, near tank 1440 on copper sulphate, when acid solution spilled in his direction, reaching his legs causing minor burns.","Containment, leak/spill prevention, and pedestrian segregation controls were inadequate or ineffective. The employee's normal travel route placed him within the potential release zone of the process equipment.",,,MISSED_CATEGORY
industrial_safety_000082,barriers,"After having carried out the mechanized support with the Scissor # 200, the heavy equipment operator picks up the water supply hose towards the drum of the equipment and, while He was heading towards the cabin of the Scissor on the way on a piece of rock - 10 cm high approx. - which displaces by sliding his right foot causing the injury described.",Housekeeping and walking-route controls were inadequate or could be improved. Loose rocks should be removed and walking paths maintained clear of trip hazards.,,,MISSED_CATEGORY
industrial_safety_000095,barriers,"The worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener D2251. the dismantling of the base of the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that I am anchored in one of the horizontals of the scaffolding structure.","Scaffold anchoring/support failed during dismantling, indicating inadequate structural integrity verification or control of the dismantling process.",,,MISSED_CATEGORY
industrial_safety_000103,barriers,"Being 2:40 am. Approximately, Luna - master loader of the company Incimet was carrying out the loading activity of the front in the Cruiser 771 of the 1970 level; in moments that was tying the pentacord of the crown and trying to reach the fanel on the left side, loses balance by a movement of the ladder and falls to the floor resulting in the accident.","Ladder stability/access control was inadequate, as movement of the ladder directly contributed to the loss of balance and fall.",,,MISSED_CATEGORY
industrial_safety_000108,barriers,"When performing cleaning with LHD in block F 9970 at level 420, the operator was surprised by a rock block displacement of the side of the gallery, reaching his right leg causing him superficial injury",Ground support/ground-control measures were insufficient to prevent rock displacement into the operator's work area.,,,MISSED_CATEGORY
industrial_safety_000112,barriers,The injured woman performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass.,"Weak/absent — no indication of cut-resistant gloves being worn, no prior inspection/removal of glass hazards from the sink before cleaning, and no visual check of the work area for hidden sharps",,,MISSED_CATEGORY
industrial_safety_000115,barriers,"The employee performed the return of the load at the entrance of the debarking machine, while trying to align a cathode was pressed in his right hand.",Inadequate control of the load/machine pinch point during manual alignment; the worker's hand was able to enter the hazardous zone.,,,MISSED_CATEGORY
industrial_safety_000119,barriers,The employee reports that climbing the access ladder to the operating room of the Ustulation was surprised by the projection of sulfuric acid.,"Chemical containment, process isolation, splash protection, and access-route controls were inadequate or ineffective. The employee could be exposed to acid while using the access ladder. Effective containment, shielding, leak control, safe access routing, and appropriate chemical-resistant PPE should prevent direct exposure.",,,MISSED_CATEGORY
industrial_safety_000135,barriers,"In circumstances that the collaborator Juveni performed the washing of the tabolas in the pot washing area, she suffers a feeling of dizziness and faintness causing the fall the same level and producing a slight concussion in the head.",No specific failed safety barrier is described; the fall resulted from sudden dizziness/faintness.,,,MISSED_CATEGORY
industrial_safety_000140,barriers,"When checking voltage at the power outlet of the the plug and socket to make sure the connection was correct, when there was a small electrical arc in the power cord, causing a slight burn in the right hand wrist. The protection system acted immediately.","Protection system acted immediately, preventing escalation. However, the worker remained exposed to energized electrical equipment during the task.",,,MISSED_CATEGORY
industrial_safety_000145,barriers,"During the process of washing the material (Becker), the tip of the material was broken which caused a cut of the 5th finger of the right hand","Weak/absent — no indication that cut-resistant gloves were worn during the glassware washing task, and no mention of an inspection process to identify weakened/cracked glassware before handling",,,MISSED_CATEGORY
industrial_safety_000166,barriers,"At approximately 5:45 pm, the operator Paulo (operator of the filters) informed the autoclave operator via radio of a leak on the side of the scruber. The autoclave III feed was stopped by the control and officials Georli and Renato initiated the procedures for closing the autoclave transfer valve for flash TQs. Soon after, there was a break in the chicken, projecting pulp hot and reaching three employees who were inside the room near the equipment.","Process isolation and containment barriers failed or were insufficient. Although the feed was stopped and personnel initiated transfer-valve closure, the system subsequently ruptured/released hot pulp while employees remained in the exposure area. Effective isolation, pressure control/depressurization, leak-response procedures, exclusion zones, and remote operation should prevent personnel exposure to the release.",,,MISSED_CATEGORY
industrial_safety_000169,barriers,"The operator of the Scissor 187 leaves his equipment parked at level -2995 Acc 7 due to electrical problems, when the maintenance personnel arrives, the electrician climbs on the control platform of the equipment and performs the verification of the hydraulic system confirming the problem; then in coordination with the mechanic decide to perform the test with the diesel system, moments in which accidentally activates with the body the arm movement lever causing the drill arm to move downwards generating the left hand's atricion against the support of the pivot tube generating the lesion described. At the time of the accident the electrician was alone on the control platform, while the mechanic was at ground level observing the pressure on the diesel system pressure gauge.",Unexpected activation of the control lever and inadequate isolation/positioning controls allowed the drill arm to move while the worker's hand was in the hazardous zone.,,,MISSED_CATEGORY
industrial_safety_000187,barriers,"when handling a sample in the laboratory, the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn.","Weak/failed barrier — the coat (likely standard lab coat, not chemical-resistant) did not prevent acid penetration to skin. No indication of an apron, acid-resistant sleeve guards, or immediate emergency shower/eyewash use is mentioned. This represents a failed or absent engineering/PPE control for the energy level involved",,,MISSED_CATEGORY
industrial_safety_000190,barriers,"The employee reports that he was draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face.","Weak/failed — no indication of face shield, chemical splash goggles, or respiratory protection being used during the draining task; also suggests inadequate procedure/engineering controls (e.g., no closed-system transfer, no fume extraction, no controlled-rate draining) for handling a hazardous refrigerant chemical",,,MISSED_CATEGORY
industrial_safety_000197,barriers,The employee of partner company GR reports that she was cutting watermelon when she injured her 2nd chirodactilo of the left hand with the knife.,"Weak/absent — no indication of a cut-resistant glove being worn, and no mention of a proper cutting technique/board stabilization method being used; standard practice for manual knife tasks (cut-resistant gloves, stable cutting surface, ""claw grip"" technique) does not appear to have been referenced or followed",,,MISSED_CATEGORY
industrial_safety_000198,barriers,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day.","Environmental hazard identification and insect-control/awareness measures could be improved. However, the narrative does not indicate a significant barrier failure.",,,MISSED_CATEGORY
industrial_safety_000210,barriers,"The servant would remove the dishes from the bowl of the sink and when picking up a set of plates, there was one of them with the broken / broken edge, causing injury to his 3rd chiropactyl from his right hand.","Weak/absent — no indication of an inspection process to identify and remove damaged/chipped dishware before handling, and no cut-resistant gloves mentioned for dishwashing tasks",,,MISSED_CATEGORY
industrial_safety_000222,barriers,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,Walking-surface/vegetation management and housekeeping controls could be improved to maintain a clear and safe inspection route.,,,MISSED_CATEGORY
industrial_safety_000250,barriers,Employee was doing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,"Weak/failed — no indication of face shield, goggles, or splash protection being worn during cleaning near the conveyor; also suggests inadequate containment or isolation of the acid source (e.g., no drip trays, sealed lines, or LOTO) during the cleaning task near an active/residual chemical line",,,MISSED_CATEGORY
industrial_safety_000259,barriers,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm","no indication of proper access equipment (ladder, designated step/platform) being used for the inspection task; using the tire rim as a climbing point is an improvised, non-designed access method, indicating a gap in safe access procedures for equipment inspection/maintenance tasks",,,MISSED_CATEGORY
industrial_safety_000264,barriers,"When igniting the furnace 07 of the battery I, there was reflux of hot gas, reaching the face of the employee.","Ignition, gas-flow, and personnel-positioning controls were inadequate or ineffective. The employee was positioned where a hot-gas reflux could reach the face. Proper ignition procedures, gas-flow control, exclusion from the line of fire, and appropriate PPE should prevent direct exposure.",,,MISSED_CATEGORY
industrial_safety_000284,barriers,"When performing the Doosan RB-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice immediately.","Line-of-fire, restraint, and controlled disassembly barriers were inadequate or ineffective. The component was struck while the worker remained exposed to potential projectile release. Appropriate restraint, controlled removal methods, exclusion zones, and suitable PPE should prevent personnel exposure.",,,MISSED_CATEGORY
industrial_safety_000289,barriers,"The maid while walking in the electrolysis area, stumbled and fell next to the bathroom in room B.","Housekeeping, walking-surface, and pedestrian safety controls may have been inadequate, but there is insufficient evidence of a failed high-consequence barrier.",,,MISSED_CATEGORY
industrial_safety_000297,barriers,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",Inadequate work-at-height controls and unstable access surface; the worker used an unstable reel instead of a safe access platform.,,,MISSED_CATEGORY
industrial_safety_000298,barriers,"Being approximately 8:10 p.m. Alpha operator Mr. Ronald was heading to mine when he decides to stop the equipment to accommodate the lights (left side), manipulating the support of the lighthouse, catching his fifth finger of the right hand with the protection grid and support.",Pinch point remained accessible during manual adjustment of the light support.,,,MISSED_CATEGORY
industrial_safety_000312,barriers,"Upon approaching the furnace that was in the process of melting the Zn ingot, it was struck by liquid metal projection.",Insufficient protection/separation from the molten-metal projection zone while approaching the operating furnace.,,,MISSED_CATEGORY
industrial_safety_000314,barriers,"At 15:05 hours, Mr. Cesar Tello-MOINSAC, was carrying out the work of assembling the water line, for that he climbs up the cat ladder and at an approximate height of 2.5 meters he vanishes and falls, hitting himself on the way, being transferred to the medical center for his attention.",Fall-prevention controls were inadequate or failed to prevent the worker from falling from the ladder.,,,MISSED_CATEGORY
industrial_safety_000321,barriers,"During the process of loading drills in the Carmen pit of level 3450, the operator positions the basket of the anfo loader 186 equipment at a height of 3m from the floor to carry out the loading of the production drills; At this moment, a stone slab of 1.4x0.7x0.2 m is detached from the front of the pit, which is tilted and lodged inside the basket, trapping the right leg of the collaborator.","Ground-control and exclusion controls were inadequate or ineffective. The worker and basket were positioned within the potential rockfall zone, and loose/unstable ground was not adequately identified, scaled, barricaded, or otherwise controlled before loading.",,,MISSED_CATEGORY
industrial_safety_000323,barriers,"In circumstances that the tipper MV-01 of the EE Mceisa, moved of the Nv. 3120 to Nv. 3300, the operator sees a congestion of equipment in front of his unit in the Ramp 990 - at a distance of 80 meters. of access to the Nv. 3300, which is why he decides to get off the cab by turning off his vehicle, when suddenly he slides off the second rung that is 0.70 m from the ground, hitting the right forearm region against the fender and the same rung.","Weak/absent — no indication of the operator maintaining three-point contact while descending, or of anti-slip treads/adequate grip on the access rungs being confirmed; the operator's task context (rushed dismount due to observing equipment congestion ahead) may have contributed to a hurried, less careful descent",,,MISSED_CATEGORY
industrial_safety_000331,barriers,"In Level 2900 - OP 5 the worker performed the chuteo ore from the hopper to the second car, perceived a slip of water and mud through the hopper, decided to leave the platform and when he was already down the second rung of the ladder of access, the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee.","The worker recognized the water/mud hazard and attempted to leave the platform, but the control was insufficient to prevent the rock from striking him.",,,MISSED_CATEGORY
industrial_safety_000332,barriers,"Being 12:20 hours Approximately, in circumstances that the Administrative SSOMAC, was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand It rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand.",Inadequate hand clearance/guarding while manipulating the guillotine blade.,,,MISSED_CATEGORY
industrial_safety_000337,barriers,"the Spillway circumstances where the worker was cleaning, with the use of an absorbent cloth, oil residues from the right edge of the Atlas AXS-186 compressor, with the bonnet open and in functioning; the rag falls inside the ompressor and in the attempt to remove it, it is hooked on the fan's propeller, pulling the worker's left hand toward the propeller causing the injury.","Machine guarding and energy-isolation controls were inadequate or bypassed. The compressor was operating with the bonnet open, allowing access to the rotating fan. The worker attempted intervention without first stopping and isolating the equipment.",,,MISSED_CATEGORY
industrial_safety_000338,barriers,"Performing carpentry work, the collaborator hit the second finger of the left hand with the hammer, which he held with his right hand, causing a bruise at the height of the nail. The evaluation was carried out at the medical center of the unit, the final diagnosis being contusion on the finger.","Weak/absent — no indication of a tool/jig being used to hold the workpiece (to keep hands clear of the striking zone), and no mention of impact-resistant gloves; standard hand-tool safety practice (keeping the non-striking hand clear, using clamps/holders) does not appear to have been followed",,,MISSED_CATEGORY
industrial_safety_000361,barriers,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",Inadequate separation between pedestrians and mobile equipment; the worker crossed the roadway while the loader was traveling through the area.,,,MISSED_CATEGORY
industrial_safety_000364,barriers,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.","driver distraction (handling radio while driving) represents a failure of safe driving behavior/procedure; no indication of hands-free communication devices, distraction-management controls, or speed/engineering controls (e.g., barriers, road design at the gable) that prevented the vehicle from contacting the wall; vehicle window glass breaking on impact indicates the structural/cabin integrity control also did not fully contain the hazard",,,MISSED_CATEGORY
industrial_safety_000370,barriers,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.","Vial/doser connection failed or became detached, allowing uncontrolled chemical release toward the worker.",,,MISSED_CATEGORY
industrial_safety_000371,barriers,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.","Lockout/tagout and isolation controls were inadequate or ineffective. The automatic sampler was not adequately isolated and secured against unexpected activation before the mechanic entered the chute. The worker also entered a restricted space alone, increasing the severity potential.",,,MISSED_CATEGORY
industrial_safety_000372,barriers,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock .","Electrical isolation, boundary control, and lockout/tagout barriers were inadequate or ineffective. The adjacent Z-132 cell was not blocked, allowing the worker to enter an electrical compartment where he was not assigned to work. The event also indicates inadequate control/verification of hazardous electrical energy before cable work.",,,MISSED_CATEGORY
industrial_safety_000373,barriers,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.","Failed — the vehicle's engine/electrical/control system failed unexpectedly, and there is no indication of a functioning parking brake, runaway-vehicle arrestor, or fail-safe braking system that should have prevented an uncontrolled reverse roll on a ramp; the absence of personnel/equipment in the runaway path was circumstantial, not the result of an engineered exclusion zone or traffic control measure",,,MISSED_CATEGORY
industrial_safety_000374,barriers,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",No specific failed critical safety barrier is described. The worker's reaction to the thorn caused the subsequent loss of balance.,,,MISSED_CATEGORY
industrial_safety_000382,barriers,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.","Chemical-handling controls were inadequate or could be improved. The bucket slipped during manual handling, resulting in direct exposure. A suitable container, controlled pouring method, and appropriate chemical-resistant PPE would reduce the likelihood of splashes.",,,MISSED_CATEGORY
industrial_safety_000383,barriers,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",Required PPE was being used at the time of the incident. No specific failed critical barrier is described.,,,MISSED_CATEGORY
industrial_safety_000393,barriers,"ACTIVITY: front sanitation (slaughter of choco with scaller) LOCAL: underground mine, level 350 - front 45 Upper JKA The operator performed front sanitation when a rock block from the roof hit the equipment. The accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the Municipal of Paracatu.","Ground-control and scaling controls were inadequate or ineffective. Unstable roof material remained capable of detaching and striking the work equipment. Adequate scaling, ground-support assessment, exclusion of personnel from unsupported ground, and appropriate ground-control measures are critical barriers.",,,MISSED_CATEGORY
industrial_safety_000401,barriers,"The employees Márcio and Sérgio performed the pump pipe clearing activity FZ1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries.","Isolation, depressurization, and line-of-fire controls were inadequate or ineffective. The flange was opened while hazardous stored energy/material remained capable of being released. Positive isolation, pressure verification, controlled draining/bleeding, and positioning personnel outside the line of fire should have prevented the exposure.",,,MISSED_CATEGORY
industrial_safety_000403,barriers,"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. approximately, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help immediately. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.","Fall-prevention and access-control barriers were inadequate or ineffective. The vertical opening was apparently accessible to the operator without sufficient protection to prevent a fall. Guarding/barricading, physical covers, controlled access, fall protection where required, and verification of the work area should have prevented the exposure.",,,MISSED_CATEGORY
industrial_safety_000410,barriers,"In moments when the 02 collaborators carried out the inspection of the conveyor belt No. 3 from the tail pulley when they were at the height of the load polymer No. 372, the Maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post.","Fragment containment and/or exclusion controls were insufficient, allowing projected material to reach the workers' access area.",,,MISSED_CATEGORY
industrial_safety_000420,barriers,"In circumstances that the driver of the plate truck W5K-915 of the E.E. IMPROMEC, went from the garit plant chicrin to Nv.3420, after entering an internal mine in the area of ​​Santa where 200 m. approx. from the old dining room, stops the vehicle and informs the co-pilot that he can no longer drive, for which he turns off the vehicle and when trying to get off the van loses his balance and falls on his own seat, complaining intense pain in the lumbar area, citing pain due to overexertion due to routine activity (evacuation of residual oil and solid waste cylinders) that they previously performed. The collaborator at the time of the event used their corresponding EPPS.","Weak/unclear — no indication of manual handling training, lifting aids, or task rotation controls for the cylinder evacuation task that preceded the incident; the operator continuing to drive after already feeling unwell/strained (before stopping) also suggests a gap in fatigue/fitness-for-duty self-reporting procedures",,,MISSED_CATEGORY
industrial_safety_000422,barriers,"The convoy of the locomotive 15 operated by Mr. Tito is located in hopper OP2 positioning the 1st car under the hopper, the assistant does not observe anything out of the ordinary (dry load there is no presence of water) and initiates the chute, for this, the hydraulic module of the hopper is switched on and with the controls it slightly moves the hopper handle and an untimely flow of water and mud splashes the operator generating the described injury, in addition the collaborator was 7 meters from the line of fire","Failed — the pre-task visual inspection (""dry load, no presence of water"") did not detect the hazard, indicating this inspection method is inadequate for identifying trapped/hidden water or saturated material in this type of load; no indication of remote/controlled chute activation procedures, standoff barriers, or a validated line-of-fire exclusion zone that accounted for this failure mode",,,MISSED_CATEGORY
