report_id,description,tfidf_probability,transformer_probability,hybrid_probability,model_disagreement,boundary_uncertainty,ranking_score,selection_reason,active_learning_rank
industrial_safety_000325,"During the assembly activity of polypropylene pipe with 4 ""diameter, the employee stepped on the pipe flange, it twisted his right foot.",0.47489771553976334,0.5222583938996495,0.4985780547197064,0.04736067835988611,0.9971561094394128,0.48968651858828716,TF-IDF NO / Transformer YES disagreement,104
industrial_safety_000225,"When trying to release the pipe (HDP pipe, 50m long and 2 ""diameter) stuck in the support mesh, the master loader and his assistant pull the pipe to release it, when the pipe is released hits the lateral part of the cheekbone and the eyelid worker's right generating the described injury.",0.49904830915053505,0.5714491840235549,0.535248746587045,0.07240087487301988,0.92950250682591,0.4890524742677972,TF-IDF NO / Transformer YES disagreement,105
industrial_safety_000212,"Once the topographic survey in the Stp. 440 (East zone), the victim and his co-worker, decide to continue with their work in the Stp. 440 (West), for this the injured person walks behind his co-worker (10 to 15 meters), when arriving at the loading zone (intersection Rpa 175 and St 440) the injured person asks the sccop operator to stop to pass, once the equipment is stopped, the victim passes behind his partner stuck to the gable, trying to avoid the accumulation of water, when he takes the third step into the puddle, the injured person steps on the false and falls to the floor, causing the injury .",0.5093267094880769,0.5930463780595684,0.5511865437738226,0.08371966857149149,0.8976269124523548,0.48730905178896033,Near decision boundary,106
industrial_safety_000244,During the withdrawal of cathode sample the employee came to press the finger with the tool that cuts the sample.,0.48511079367630483,0.39508998478655266,0.44010038923142875,0.09002080888975217,0.8802007784628575,0.4866974080841619,Near decision boundary,107
industrial_safety_000101,"During the cleaning of the 16 ""vertical pipe using the hydrojet equipment (high pressure hose), the hose returned due to obstruction of the pipe with residue, reaching the operator who was actuating the equipment pedal .",0.5271277677323153,0.6316385267555282,0.5793831472439217,0.10451075902321294,0.8412337055121566,0.486535190218193,Near decision boundary,108
industrial_safety_000302,"During the preparation for the scaffolding activity, the employee was loading the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved.",0.5496610229549126,0.48975531389104743,0.5197081684229801,0.059905709063865165,0.9605836631540399,0.48635469824360705,TF-IDF YES / Transformer NO disagreement,109
industrial_safety_000358,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",0.5369000647056036,0.4845381394740323,0.510719102089818,0.052361925231571294,0.9785617958203641,0.4838406082836547,TF-IDF YES / Transformer NO disagreement,110
industrial_safety_000084,"The employee, performing the truck's unloading operation, an iron bundle pressed his right finger and injured his left arm.",0.4929149609853479,0.4139983561629638,0.45345665857415585,0.0789166048223841,0.9069133171483117,0.4832773290211326,Near decision boundary,111
industrial_safety_000110,"Being 12:20 pm. Approximately in NV 1680 OB5 CX 018, Mr. Cesar - Operator of mine services, in an instant that he was picking up the cat position one of the truck crane of plate ACL 804, when raising with the right hand the lower part of the cat is indexed the index finger of the left hand, between the body of the cylinder valve of the cat and the valve of the turntable that was in the upper part.",0.5297883770635848,0.6353348769336754,0.5825616269986301,0.10554649987009057,0.8348767460027398,0.4825040845855622,High combined uncertainty,112
industrial_safety_000068,"In circumstances that the Operator 176 was going from level 620 to level 640, he noticed that the hydraulic pump's inspection cover (18 ""x32"" x3 / 8 "", 15 Kg approx.) Was about to fall, so he stopped the equipment, activates the cats and climbs up the upper part of the equipment and in moments that accommodated the cover it slides on its middle finger causing the injury.",0.5291455592519082,0.6336413927915259,0.581393476021717,0.10449583353961767,0.837213047956566,0.48196529554525797,High combined uncertainty,113
industrial_safety_000236,In circumstances in which the operator of bolter N ° 8 went down the ladder to the height of the resting platform - at 0.80 m. floor level - slips off balance by hitting your back against the handrail of the operator's door. At the time of the event the injured person used all his EPP's.,0.5483078114770465,0.6749070600481628,0.6116074357626047,0.12659924857111626,0.7767851284747906,0.480607795567621,High combined uncertainty,114
industrial_safety_000012,The collaborator reports that he was working in the Ustulación and realized that the cyclone duct was obstructed and opened the door to try to unclog the same and the material detached and projected towards the employee causing small burn in the right heel.,0.5019851575848628,0.5733663351347207,0.5376757463597918,0.07138117754985784,0.9246485072804165,0.4805150266561882,Near decision boundary,115
industrial_safety_000339,"While preparing to mount polypropylene tubing, the employee pulled the pickup from the truck and positioned it in place, pressing the finger between the tube and the concrete wall.",0.5023486315889159,0.5740435049440151,0.5381960682664655,0.07169487335509928,0.923607863467069,0.4802897662526451,Near decision boundary,116
industrial_safety_000243,"After carrying out the supply operation of the zinc powder container using the crane to move it, the employee closed the lower lock of this same container and when making the movement to push the lock made an excessive effort with the thumb of the right hand, causing sprain.",0.4994150733926823,0.4298902840220626,0.4646526787073725,0.06952478937061973,0.929305357414745,0.48015830330771125,Near decision boundary,117
industrial_safety_000157,"The employee reports that he was working with brushcutters near the Stone when the blade of the equipment collided with a piece of metal that was projected toward his leg, causing injury to his left leg.",0.5017785505034875,0.43573706518674815,0.46875780784511784,0.06604148531673937,0.9375156156902357,0.47889496229884837,TF-IDF YES / Transformer NO disagreement,118
industrial_safety_000021,"In the Raise chamber, when the operator and assistant removed the drilling bar from the 71R drilling machine - weight approx. 500 Kg - holding it at the top with a 2 TM stroke and assisted with jibs to move horizontally, the operator's jib on the bottom slides by moving the top of the drill bar causing the assistant's bar to enforce his assistant's hand between the bar and the piston of the equipment.",0.5372802803930351,0.6493668998344091,0.5933235901137222,0.11208661944137399,0.8133528197725557,0.4780013401957378,High combined uncertainty,119
industrial_safety_000408,"Being 10:20 hours on 05/18/2017; At the end of the concentrate truck cleaning, the driver is instructed to close the gate; At that moment, Mr. Carlos who was in the back of the vehicle, reported having an injury to his left hand. He is transferred to the medical center for his attention and later evacuation to the clinic.",0.5577343692840563,0.4957134518854415,0.5267239105847489,0.06202091739861476,0.9465521788305022,0.4769415348256287,TF-IDF YES / Transformer NO disagreement,120
industrial_safety_000388,"During the execution of the service of opening of pricked for the future works of IP, around 15:30, the employee Pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. The beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. The employee used all the PPE's required for the activity to be developed. The bite occurred over the collar of the shirt and over the face shield. The technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally.",0.5674397475224514,0.5007748975198383,0.5341073225211448,0.06666485000261313,0.9317853549577104,0.47432570691251225,Near decision boundary,121
industrial_safety_000429,"Employee reports that by removing the zinc sheet from the cathode to take it to the easel, it slipped from his hand, fell and hit his left foot.",0.4724991604786936,0.37462653681016334,0.4235628486444285,0.09787262366853028,0.847125697288857,0.4731500453712686,Near decision boundary,122
industrial_safety_000131,"When an employee of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters approximately, product of a slight filtration in the crown (sustained with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened after the visit to the interior of the mine.",0.5672143156963497,0.5013482802244551,0.5342812979604024,0.06586603547189462,0.9314374040791953,0.471525443836765,Near decision boundary,123
industrial_safety_000418,"In circumstances where the worker and two partners were placing a killer bomb in the basket of a Manitou team, the bomb hits the index finger of the right hand against the basket.",0.5098039479121663,0.4573987278677965,0.4836013378899814,0.052405220044369816,0.9672026757799628,0.4711874842875918,TF-IDF YES / Transformer NO disagreement,124
industrial_safety_000274,"After the welder completed the welding work to reinforce the forms in the deepening, he walked towards the distant truck at about 40 mt, at which point the welder stepped on a fragment of rock of 5 cm x 10cm x 5cm approx. which generates that the foot flexes and generates the injury in the worker.",0.4922068878139877,0.5469535293294754,0.5195802085717316,0.05474664151548769,0.9608395828565368,0.47108651133775076,TF-IDF NO / Transformer YES disagreement,125
industrial_safety_000035,"When replacing the telescopic expansion joint of the HDPE pipe of the storm drainage pumping system, it reports that the piece involuntarily moved when it was positioned in the holder, pressing its finger against the holder, causing a wound 1 right chemo.",0.49262689654688346,0.5475880747599922,0.5201074856534378,0.0549611782131087,0.9597850286931244,0.4705466003715019,TF-IDF NO / Transformer YES disagreement,126
industrial_safety_000058,"The operator cleaned with spatula spear through one of the windows of the boiler, at that time by force action hit the window frame, causing injury to the little finger of the left hand, the operator had all EPP for boiler cleaning.",0.515578530974372,0.47044601181139717,0.4930122713928846,0.04513251916297484,0.9860245427857692,0.470440341544163,TF-IDF YES / Transformer NO disagreement,127
industrial_safety_000309,"During the reduction activity in the tube, the employee attached the tube to the walrus, and when he hit the tube with the hammer, he untied the walrus by reaching his finger.",0.527033416139609,0.48358641039478817,0.5053099132671985,0.0434470057448208,0.9893801734656029,0.4691344531658613,TF-IDF YES / Transformer NO disagreement,128
industrial_safety_000268,"In the region of Povoado Vista - Martinópole - CE, the employee Fábio de Vieira performed soil collection activities in the field, together with the auxiliaries Manoel da Silva and Diassis do Nascimento, when around 10:00 am, when crossing a fence his glove was attached to the wire and his body projected forward causing a slight twist of the left wrist. The team traveled to the city of Granja and the employee was referred to the hospital for consultation. The doctor did not diagnose a fracture, prescribing remedy for local pain and ice packs. By medical evaluation the employee can carry out his activities normally.",0.5068476311526735,0.4526694264710008,0.4797585288118371,0.054178204681672726,0.9595170576236742,0.46788411296696825,TF-IDF YES / Transformer NO disagreement,129
industrial_safety_000125,"The employee was sanding a piece in the Electrolysis at the end of the operation, when the protective cap of the disk spun to the back of the left hand.",0.5123318630006629,0.46509608065317415,0.48871397182691856,0.047235782347488764,0.9774279436538371,0.46710763587253706,TF-IDF YES / Transformer NO disagreement,130
industrial_safety_000015,"The employee was working in the When a thermal shock caused a splash of zinc in his direction, the employee, despite using all the indicated PPE, was hit by small spatters that passed between the facila and the hood. small burn in the face region.",0.5141941532364745,0.46918941823619215,0.4916917857363333,0.0450047350002824,0.9833835714726666,0.46708285586265924,TF-IDF YES / Transformer NO disagreement,131
industrial_safety_000246,"In the probe 5068 bore BAPDD00146, around 15:00 hours, the polling assistant Luciano da Silva performing the maneuver of descending rods, led the rod to the gutter, but this when not leaning suitably came to escape the gutter returning toward the easel. His hand had slipped and his little finger was between the rod and the easel. Realizing that the shaft had returned, he released it. immediately, but his little finger was partially hit by the rim of the rod against the easel resulting in a cut. The auxiliary was taken to hospital and attended to, the wound resulted in 5 points and the was released for administrative activities.",0.5001582165312273,0.5620983859904977,0.5311283012608625,0.06194016945927039,0.937743397478275,0.4667845607364032,Near decision boundary,132
industrial_safety_000071,"At the end of the loading of explosives on the work front, the master loader enters to verify the mooring of the blasting accessories, when retiring from the top (1.5 m), he hears the sound of fragments of rock rolling through the support mesh, directs its gaze towards the crown in a vertical form, at which point a small fragment of rock (2x3x2cm; 36gr) passes through the openings of the mesh. sustaining impact on the forehead. At the time of the event the collaborator used his helmet and safety lens and the front was with support to the top and sacrifice mesh. The opening of the support mesh is 3 ""x 3"".",0.5258832099037463,0.6181449794186733,0.5720140946612098,0.09226176951492704,0.8559718106775804,0.4661870735867589,Near decision boundary,133
industrial_safety_000287,"Employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder, causing bruise.",0.5087706987463418,0.457796156127932,0.4832834274371369,0.050974542618409835,0.9665668548742739,0.46615798512550455,TF-IDF YES / Transformer NO disagreement,134
industrial_safety_000375,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",0.5197010874016205,0.6023496379042976,0.5610253626529591,0.08264855050267716,0.8779492746940818,0.4619338785114431,Near decision boundary,135
industrial_safety_000294,"At level 4150 Geology - Surface, master mine to temporarily repair water leakage from a 4-inch diameter metal distributor, makes a cut of a rim chamber strip of 4cm wide x 100cm long making Using a cutter, his partner stretches the camera when cutting with force the edge of the cutter makes contact with the index finger of the left hand causing a superficial cut. At the time of the event the worker was wearing boss gloves.",0.5305031445226548,0.4869256672491639,0.5087144058859093,0.04357747727349087,0.9825711882281813,0.4618649630771473,TF-IDF YES / Transformer NO disagreement,136
industrial_safety_000394,"Performing the cleaning of material (Mineral) that accumulates between the steel plate and the concrete base on which it rests; As shown in the photograph (steel plate thickness = 1/2 in.), in order to complete this cleaning, the workers decide to weld on the steel plate a support eyelet type and at the other end as a fixed point and fastening a pin helical (support), in such a way to lift the plate with the help of a key and remove all the accumulated material. In the instant that they were pulling the chain of the tecla, the injured one had his left hand resting on the concrete wall (the line of fire), product of the tension exerted by the tecle, the helical bolt breaks and the chain lashes on the index finger generating the injury. At the time of the accident, the accident victim used all his epps, including his gloves.",0.5231940515471066,0.48487748447846196,0.5040357680127843,0.03831656706864467,0.9919284639744315,0.4565324491183522,TF-IDF YES / Transformer NO disagreement,137
industrial_safety_000186,"At level 2900 at the entrance of the locomotive workshop, the welder proceeds to inspect the mining cars and identifies that the No. 24 car has bearing problems, informs his partner about this finding and decides to enter the car to the workshop, so it operates the swing arm type mona of 15 KG. of weight to move the direction of the railway towards the central OP, is at this moment that pushes the rocker with the weight of his body until his right hand comes in contact with the rock producing the injury described. At the time of the accident the worker was wearing the safety gloves of pad.",0.5472411005921439,0.6589270115880888,0.6030840560901163,0.11168591099594483,0.7938318878197674,0.4548240198670118,High combined uncertainty,138
industrial_safety_000203,"During ore transport works from OP2 to bines; after having filled the tenth mining car with ore, the assistant positioned on the platform of the hopper OP2 places a wooden board between the pistons of the chain to avoid the fall of fines into the track, at which time a fragment of rock (10cmx8cm x6 cm; 1.4 Kg) rolls by the load and hits the distal phalanx of the fourth finger of the left hand. The assistant at the time of the accident was wearing safety gloves (pad type). The hopper OP2 at the time of the accident was with zero energy.",0.5452349376940393,0.6541132818025542,0.5996741097482967,0.10887834410851494,0.8006517805034066,0.4540335058341585,High combined uncertainty,139
industrial_safety_000056,"During the start of the neutral leaching process, the employee Jhonatan proceeds to open the air valve of the tank Airlift a circumstance in which the process solution returns through the chimney, the solution coming into contact with the arm and right foot.",0.5154757838589706,0.5888600857105237,0.5521679347847472,0.07338430185155309,0.8956641304305055,0.45393575465119346,Near decision boundary,140
industrial_safety_000007,"At approximately 04:50 p.m., when the mechanic technician José of the Tecnomin verified the transmission belts of the HM-100 pump at the Acid plant, he proceeded to turn the pulley manually; unexpectedly at that instant the electrician supervisor Miguel of the EKA Mining grabs the transmission belts to verify their tension, at which point the finger traps.",0.5364337966843604,0.6345790740529375,0.585506435368649,0.09814527736857703,0.828987129262702,0.4535588491178592,High combined uncertainty,141
industrial_safety_000341,"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 was disrupted, after it started to operate, designing solution heated towards the employee, reaching his left forearm, causing a burn .",0.495574412047517,0.5440014638490133,0.5197879379482652,0.04842705180149626,0.9604241241034697,0.451563411006109,TF-IDF NO / Transformer YES disagreement,142
industrial_safety_000207,"At level 3450 access 4 A2, the operator of the Scissor # 200 performed the support of the crown, at which time a piece of rock (13cmx6cmx2cm; 54g) passes between the cocada of the support mesh, from a height of 1.60 meters, towards the platform of the team breaking into particles one of which reaches his right eye causing the injury.",0.5120021685710492,0.5792189939368546,0.5456105812539519,0.06721682536580542,0.9087788374920962,0.45009831206168555,Near decision boundary,143
industrial_safety_000172,"When handling a lever to move the sludge, the employee moved it by making a pendulum movement and striking his chin.",0.48895995969938266,0.5286701553818683,0.5088150575406255,0.03971019568248568,0.982369884918749,0.44997735118192256,TF-IDF NO / Transformer YES disagreement,144
industrial_safety_000114,"Mr. Jesus operator of the concrete throwing team (alpha N ° 18) was shooting shotcrete in the Cx work. 001 Nv. 1710 OB1. applying 0.5 m3, he realizes that the additive did not come out in the mix, directing to lift the cover of the passage valve (54 Cm x 53 Cm of ¼ inch of thickness approximately 15 Kg). verifying that the valve was open, release the lid and it hits to the third finger of the left hand against the base, causing the injury.",0.5191819647986267,0.5945299645487638,0.5568559646736952,0.07534799975013717,0.8862880706526095,0.44930500292131326,Near decision boundary,145
industrial_safety_000260,"In the Alimak chimney of level 2440, the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney, it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented, when falling the rock of 1.0x0.80x0.20 m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operator's right hand generating the described injury.",0.5329219118314156,0.624518019940859,0.5787199658861373,0.09159610810944341,0.8425600682277254,0.44908618241619713,Near decision boundary,146
industrial_safety_000218,"At level 4150 (+80) Unicon plant the collaborator was doing shuttering work in the concrete water sedimentation basin, at the moment of nailing a wood as it supplies on another 4 x 4 inch strip, he feels that the metallic hammer loosen the wooden handle and to fix it, he grabs the hammer by the head and hits the handle vertically on a wood, generating the injury. At the time of the accident the employee did not use his safety gloves.",0.5579312725927646,0.5027180467714958,0.5303246596821303,0.05521322582126886,0.9393506806357395,0.4483095756736131,Near decision boundary,147
industrial_safety_000258,"Once the ore loading in the LT-30 locomotive was completed; the penultimate car derails (7th car), by the presence of fragment of rock in the railway line, (weight of the car with mineral 8 tons), and to get it back on track the mining car, the victim makes use of a metal tube (length 1.20 meters and 4 ""diameter) to maneuver and reposition the mining car; at that moment the metallic tube loses stability and imprisons the victim's hand against the strut of the mining car. The collaborator at the time of the event towards the use of his leather gloves.",0.51984805643876,0.5946542037716006,0.5572511301051803,0.07480614733284063,0.8854977397896393,0.44678170193596656,Near decision boundary,148
industrial_safety_000017,"Due to the overheating of 2 bars in row 5 of cell 7 a spark is produced, which is projected and manages to reach the Chief of guard who was in the corridor, producing a first degree burn in the neck.",0.5304756520692412,0.6174660151458452,0.5739708336075432,0.08699036307660402,0.8520583327849136,0.4458878665507414,Near decision boundary,149
industrial_safety_000353,"In moments when the staff of the IMPROMEC company was heading towards the 447 pique to support shotcrete casting jobs; One of the electricians does not identify a lane and water in the road, so his right leg enters the gutter of 0.8 m depth causing the injury. The service of the litorina was paralyzed for the entrance of this personnel.",0.5184712313252292,0.590666479187024,0.5545688552561265,0.07219524786179476,0.8908622894877469,0.44494634357404295,Near decision boundary,150
industrial_safety_000425,"The injured and his collaborators at the time of making the 4 ""HDPE pipe, which was to be used for hydraulic filling, is released, causing one of the ends of the pipe to impact on the lip, causing an injury . Apparently the support 1 deconcentrates and releases a little the pipe, this action generates that the pipe presented with the rubber of the victaúlica copla, is released generating the impact previously described. The pipe was empty without hydraulic load.",0.5003205414013534,0.5508543722734109,0.5255874568373822,0.05053383087205754,0.9488250863252357,0.44486233126744684,Near decision boundary,151
industrial_safety_000129,"In moments that the truck of transport of personnel of the company MCEISA plate AJG-751, moved from the Nv 3300 to surface, missing 50m to reach the mouth of the Nv 3900, the gearbox does not respond so the driver stops the truck to inspect it along with maintenance personnel who At that time I was traveling in the truck. They raise the cabin to manually put the change in first and continue the trip, culminated this task the driver with the support of the maintenance personnel lower the cabin which due to the weight falls hitting the driver between the cabin and the hopper of the truck. At the time of the accident the employee was wearing his safety helmet and chin strap.",0.5578030555436783,0.6764354712558308,0.6171192633997545,0.11863241571215255,0.7657614732004909,0.44417916787619816,High combined uncertainty,152
industrial_safety_000097,"After parking a van next to a cluster of wooden sleepers and boards, the driver, on descending, stepped on a board in which an iron nail protruded 11/2 ""long, which he did not identify as the board was submerged in a puddle of water. This accident caused a minor wound on the sole of the left foot. At the time of the accident the worker was wearing safety boots.",0.5250807899068202,0.4896472321766961,0.5073640110417581,0.03543355773012408,0.9852719779164838,0.44034799623621157,TF-IDF YES / Transformer NO disagreement,153
industrial_safety_000107,"When moving a roll of electro-welded mesh of 95 kg of weight to place on the hopper of the truck, two operators pull the roll of mesh to bring it to the hopper of the truck at which time the imprisonment of the left hand of one of the operators between the mesh and the body of the hopper generating the described injury. At the time of the accident, both operators were wearing PVC-type safety gloves.",0.5367189790124766,0.6268826074898712,0.581800793251174,0.09016362847739468,0.8363984134976521,0.4378324183967572,High combined uncertainty,154
industrial_safety_000305,"Employee performed withdrawal of electrical failure in the engine control drawer of the TQ 14 A, after the check and exchange of fuses, it closed the door of the drawer and energized the drawer, at this moment an arc was opened, reaching the face and part of the employee's forearm, causing minor burns.",0.5486056310788945,0.5010641606282791,0.5248348958535868,0.04754147045061541,0.9503302082928264,0.4375333089221647,Near decision boundary,155
industrial_safety_000424,"Being 9:40 a.m. The driver of the AEQ-819 plate dump truck (35 Ton) was heading to the loading area Nv.1850, OB5, Tj 007, Bp.105, parking and proceeding with the ore loading with the scoop (11 ydrs) , at that moment, lift the first scoop towards the hopper and a large bank falls, causing the tipper to shake violently and the operator to be hit with the gear lever, communicate with the supervisor and evacuated to the medical center .",0.5575269679501168,0.6720727858950925,0.6147998769226046,0.11454581794497565,0.7704002461547907,0.43707732112097597,High combined uncertainty,156
industrial_safety_000286,"On December 13, the accessories coupling (gun - hose) of the high pressure pump (BAP) was made to clean the demister of the cooling tower G2172. carrying out the complete coupling, they turn on the BAP to start with the start test, at that moment the hose comes off the gun and hits Mr. Emerson who was holding the gun.",0.5507333801286555,0.6569148314410063,0.6038241057848308,0.1061814513123508,0.7923517884303384,0.43656063381595284,High combined uncertainty,157
industrial_safety_000348,"Mr. Walter was putting his tools in the hopper of the Atlas truck that was parked on the cruise 320 of Level 1850 OB2B, then the mining operations van arrived driven by Engineer parked behind the truck of Atlas to approximately 3 meters and without having placed the safety block went to request the data of the drilling, later the assistant of the SIMBA 04 opened the gate, dropping the bit into the hopper of the mine truck and untimely the vehicle He moved forward, pinning the mechanic's right leg.",0.5556343208417095,0.6655826874029407,0.610608504122325,0.10994836656123119,0.7787829917553499,0.43264859660809646,High combined uncertainty,158
industrial_safety_000180,"At moments when the MAPERU truck of plate F1T 878, returned from the city of Pasco to the Unit transporting a consultant, being 350 meters from the main gate his lane is invaded by a civilian vehicle, making the driver turn sharply to the side right where was staff of the company IMPROMEC doing hot melt work in an 8 ""pipe impacting two collaborators causing the injuries described At the time of the accident the truck was traveling at 37km / h - according to INTHINC -, the width of the road is of 6 meters, the activity had safety cones as a warning on both sides of the road and employees used their respective EPP'S.",0.565440798782808,0.6868499264185727,0.6261453626006903,0.12140912763576472,0.7477092747986194,0.4322356913064529,High combined uncertainty,159
industrial_safety_000122,"Being 11:30 am. approximately, in the Nv. 1940, CX-791. Mr. Francisco - Operator of the Scoop 18, observes a polyethylene pipe thrown on the road, proceeding to lower his equipment and when was found by lifting the pipe to the hook of the right gable, a piece of rock that was suspended in the lectro-welded mesh, impacting on the operator's right eyebrow, causing the injury.",0.5285997746724784,0.60598461532806,0.5672921950002692,0.0773848406555816,0.8654156099994617,0.43195663155822217,Near decision boundary,160
industrial_safety_000241,"Being 10:50 a.m. approximately, in the maintenance workshop of the E.E Unicon, in circumstances that two mechanical technicians placed the protective plate (30 kg.) of the Mixkret 111 fuel tank, At the moment of attempting to bolt this protective plate it slips from the hands of one of them falling directly on the instep of the left foot, causing the injury described.",0.5200850177235976,0.5872918872195839,0.5536884524715908,0.06720686949598631,0.8926230950568184,0.4318864520652482,Near decision boundary,161
industrial_safety_000002,"In the sub-station MILPO located at level +170 when the collaborator was doing the excavation work with a pick (hand tool), hitting a rock with the flat part of the beak, it bounces off hitting the steel tip of the safety shoe and then the metatarsal area of ​​the left foot of the collaborator causing the injury.",0.5055258135624917,0.5542634238689976,0.5298946187157447,0.04873761030650592,0.9402107625685105,0.4297515154772022,Near decision boundary,162
industrial_safety_000279,"At times when four employees lowered a metal sheet (1.5mx1.8m; m 80Kg) towards the floor from a height of 20 cm., The assembly assistant does not timely remove the hand, trapping his ring finger between the iron and loose earth causing a contusion on his ring finger. The collaborator at the time of the event to use their maneuver gloves.",0.5339287092669854,0.49627482122085137,0.5151017652439184,0.037653888046134065,0.9697964695121633,0.4296266887941592,TF-IDF YES / Transformer NO disagreement,163
industrial_safety_000189,"At 21:15 hours on 07/18/2016, the collaborator Warrin (welder), when trying to inspect a cracking point in the INLET of the G2143 laminator, slips and falls to the same level hitting his face and hand , he was immediately transferred to the medical service for evaluation.",0.5509813056705128,0.5042195015301592,0.527600403600336,0.04676180414035369,0.944799192799328,0.42895770909495157,Near decision boundary,164
industrial_safety_000270,"Being approx. 3:10 a.m. Mr. Denis made the mesh placed in a ventilation plug up a ladder, while trying to do a wire tie, suddenly had an imbalance due to the manipulation of tools falling from the third step, propiciándose a blow in the right knee and a wound of the wrist of the right hand. Later he was evacuated to the post where he received first aid.",0.5190318230071603,0.4902722209627032,0.5046520219849318,0.028759602044457155,0.9906959560301365,0.42632813446671686,TF-IDF YES / Transformer NO disagreement,165
industrial_safety_000059,"The locomotive No. 15 operated by MAPERU personnel, was directed with 10 wagons loaded with ore from the OP4 to the waste bin. Next to the waste bin, the patrol car (which goes on the back of the wagons) the moment it passed over a change of track, the left rear wheel of the patrol car leaves the rail advancing the locomotive leaving the patrol car tilted more ahead. The assistant motorist who traveled alone in the patrol car remained inside the structure and suffered minor bruises.",0.5540562323695185,0.6568091519956655,0.605432692182592,0.10275291962614697,0.789134615634816,0.42260189928566705,High combined uncertainty,166
industrial_safety_000123,"When conducting inspection to evaluate activity to be carried out in the pump house of the Ustulation steam station, it was hit by sulfuric acid spills from a line located above the pump house of the thermal recovery boiler.",0.5450678217717341,0.6370242063344159,0.591046014053075,0.09195638456268185,0.81790797189385,0.4224288039098505,High combined uncertainty,167
industrial_safety_000161,"Geologist and auxiliary Ademir traveled to the field to evaluate geological points following the GPS near some drainage. Following the state highway that gives access to Aripuanã area, stopped and got out of the vehicle to see the point identified in the GPS, Mário, when distancing himself about five meters from the vehicle following the road, was surprised by two bites of thorns on his face. Quickly he hurried back to the vehicle, moving away from the place. The clerk was wearing a girdle and goggles, he still was not wearing gloves, as he would not enter the forest area. There was no allergic reaction.",0.5260422915372539,0.5938311891592881,0.559936740348271,0.06778889762203422,0.880126519303458,0.4195776729931293,Near decision boundary,168
industrial_safety_000436,"During the environmental monitoring activity in the area, the employee was surprised by a swarming swarm of weevils. During the exit of the place, endured suffering two stings, being one in the face and the other in the middle finger of the left hand.",0.49435027612052335,0.45109173321934476,0.47272100466993405,0.04325854290117859,0.9454420093398681,0.419117713593535,Near decision boundary,169
industrial_safety_000184,"The operator of the paste filling plant 01 removes a floor grating (60 x 90 cm), to clean the lower floor. It is removed to close the water valve and does not block the vacuum, the two technicians who were entering the filter belt notice an overflow and ask the operator to reduce the load. The mechanics kept walking without noticing the floor and one of them falls into the void impacting his foot left at an angle that was about 25 cm below the floor grating, producing the injury.",0.5533876997122052,0.5077662938542542,0.5305769967832297,0.04562140585795105,0.9388460064335407,0.418819274118333,Near decision boundary,170
industrial_safety_000147,"Being 01:50 p.m. approximately, in the Nv. 1800, in the Tecnomin winery. Mr. Chagua - Bodeguero was alone, cutting wires No. 16 with a grinder, previously he had removed the protection guard from the disk of 4 inches in diameter and adapted a disk of a crosscutter of approximately 8 inches. Originating traumatic amputation of two fingers of the left hand",0.5397450842819456,0.5016398376899359,0.5206924609859407,0.038105246592009645,0.9586150780281186,0.4184040220893716,Near decision boundary,171
